NECTA,fips,state,msa,population,total_postings,total_supply,supply_demand_ratio,supply_demand_qualifier,location_quotient,location_quotient_qualifier,top_job_1,top_job_2,top_job_3,top_job_4,top_job_5,top_job_6,top_job_7,top_job_8,top_job_9,top_job_10,analyze,securely_provision,operate_maintain,protect_defend,investigate,collect_operate,oversight_development,security+_holders,cissp_holders,cipp_holders,cisa_holders,cism_holders,giac_holders,security+_openings,cissp_openings,cipp_openings,cisa_openings,cism_openings,giac_openings
,20940,,"El Centro, CA",180883,11,60,5.45,Average,0.1,Very Low,,,,,,,,,,,1,5,6,3,0,0,7,16,<10,<10,<10,<10,<10,0,0,0,0,0,0
,21340,,"El Paso, TX",841971,195,987,5.06,Average,0.31,Very Low,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Manager / Administrator,Cyber Security Specialist / Technician,Electrical Engineer,Software Developer / Engineer,Network Engineer / Architect,Systems Administrator,General Manager,Field Service Technician,75,96,119,88,0,40,47,1102,65,<10,21,15,80,60,42,0,19,13,22
,21060,,"Elizabethtown-Fort Knox, KY",149538,456,1103,2.42,Very Low,4.02,Very High,Help Desk Technician / Analyst,Java Developer / Engineer,.NET Developer / Engineer,Systems Administrator,Cyber Security Manager / Administrator,Cyber Security Analyst,Software Developer / Engineer,Application Developer / Engineer,Unix Administrator / Engineer,Computer Support Specialist,98,205,278,66,0,67,53,645,46,<10,<10,12,<10,405,13,0,1,1,14
,21140,,"Elkhart-Goshen, IN",203781,8,64,8,High,0.03,Very Low,,,,,,,,,,,5,2,5,6,0,3,2,28,<10,<10,<10,<10,<10,0,0,0,0,0,0
,21300,,"Elmira, NY",86322,12,47,3.92,Low,0.16,Very Low,,,,,,,,,,,2,5,11,6,0,1,3,10,<10,<10,<10,<10,<10,0,3,0,1,0,1
,21500,,"Erie, PA",276207,30,180,6,Average,0.11,Very Low,,,,,,,,,,,7,12,19,10,0,2,13,22,10,11,12,<10,<10,0,0,1,2,0,0
,21660,,"Eugene, OR",369519,99,312,3.15,Very Low,0.32,Very Low,Cyber Security Engineer,Cyber Security Analyst,Network Administrator,,,,,,,,25,53,62,38,1,19,30,174,50,<10,<10,<10,21,6,11,0,4,1,1
,21780,,"Evansville, IN-KY",315948,41,255,6.22,Average,0.13,Very Low,Cyber Security Engineer,Cyber Security Analyst,,,,,,,,,11,27,30,24,0,10,20,57,18,<10,14,<10,16,1,4,0,9,1,1
,21820,,"Fairbanks, AK",100605,85,147,1.73,Very Low,1.08,Average,Cyber Security Engineer,Security Officer,Cyber Security Manager / Administrator,Field Service Technician,Software Developer / Engineer,Network Analyst / Specialist,,,,,18,47,65,28,0,20,24,149,25,<10,<10,<10,12,44,24,0,13,1,16
,22020,,"Fargo, ND-MN",238124,170,406,2.39,Very Low,0.58,Very Low,Cyber Security Analyst,Cyber Security Engineer,Security Officer,Cyber Security Manager / Administrator,Incident Analyst / Responder,Risk Analyst,Unix Administrator / Engineer,Software Developer / Engineer,Business Analyst (General),Network Engineer / Architect,53,88,94,62,0,29,61,105,22,<10,16,<10,42,5,42,1,16,11,7
,22140,,"Farmington, NM",115079,13,33,2.54,Very Low,0.12,Very Low,Cyber Security Engineer,,,,,,,,,,3,8,13,10,0,0,2,16,<10,<10,<10,<10,<10,2,0,0,0,0,0
,22220,,"Fayetteville-Springdale-Rogers, AR-MO",525032,300,876,2.92,Very Low,0.6,Very Low,Cyber Security Engineer,Network Engineer / Architect,Internal Auditor,Vulnerability Analyst / Penetration Tester,Systems Analyst,Cyber Security Analyst,Systems Engineer,Technical Consultant / Analyst,Cyber Security Manager / Administrator,Systems Integration Engineer / Specialist,140,148,155,94,5,26,107,61,129,14,70,<10,313,4,89,2,64,39,32
,22180,,"Fayetteville, NC",380389,910,1634,1.8,Very Low,3.39,Very High,Systems Administrator,Cyber Security Engineer,Systems Engineer,Network Engineer / Architect,Network Administrator,Cyber Security Manager / Administrator,Database Administrator,Computer Support Specialist,Cyber Security Analyst,Help Desk Technician / Analyst,241,331,692,244,19,97,147,1924,115,<10,<10,14,93,546,120,0,14,18,46
,22380,,"Flagstaff, AZ",140908,16,63,3.94,Low,0.12,Very Low,Cyber Security Engineer,,,,,,,,,,7,9,16,12,0,7,7,16,<10,<10,<10,<10,13,0,0,0,0,0,0
,22420,,"Flint, MI",408615,100,306,3.06,Very Low,0.35,Very Low,Cyber Security Engineer,Cyber Security Consultant,Security Officer,Cyber Security Analyst,Network Administrator,,,,,,47,41,46,30,0,18,43,44,28,<10,<10,<10,15,2,9,0,1,0,4
,22520,,"Florence-Muscle Shoals, AL",146534,6,21,3.5,Very Low,0.05,Very Low,,,,,,,,,,,2,3,6,3,0,1,2,55,12,<10,<10,<10,<10,1,0,0,0,0,0
,22500,,"Florence, SC",205976,37,187,5.05,Average,0.21,Very Low,Cyber Security Specialist / Technician,Cyber Security Engineer,Graphic Designer / Desktop Publisher,,,,,,,,9,15,30,29,0,3,8,24,<10,<10,<10,<10,<10,0,2,0,1,2,1
,22540,,"Fond du Lac, WI",102144,32,61,1.91,Very Low,0.33,Very Low,Application Developer / Engineer,,,,,,,,,,15,20,11,7,0,3,10,<10,<10,<10,<10,<10,<10,0,4,0,2,1,1
,22660,,"Fort Collins, CO",339993,155,385,2.48,Very Low,0.49,Very Low,Cyber Security Analyst,Network Engineer / Architect,Cyber Security Engineer,Cyber Security Manager / Administrator,Embedded Software Engineer,Software Developer / Engineer,Network Administrator,Network Analyst / Specialist,Computer Support Specialist,,61,97,110,60,0,43,42,92,77,<10,19,<10,43,3,11,2,10,2,6
,22900,,"Fort Smith, AR-OK",281227,40,118,2.95,Very Low,0.17,Very Low,Cyber Security Engineer,Network Administrator,,,,,,,,,10,18,31,21,0,4,18,95,12,<10,<10,<10,<10,7,3,0,0,0,2
,23060,,"Fort Wayne, IN",431802,89,431,4.84,Average,0.2,Very Low,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Analyst,,,,,,,,35,51,56,37,0,16,27,100,31,<10,20,<10,<10,1,19,1,10,5,11
,23420,,"Fresno, CA",979915,143,689,4.82,Average,0.19,Very Low,Cyber Security Engineer,IT Director,Cyber Security Manager / Administrator,Network Administrator,Systems Administrator,,,,,,41,60,76,49,0,27,45,90,18,<10,<10,<10,<10,9,15,0,10,10,5
,23460,,"Gadsden, AL",102564,3,9,3,Very Low,0.04,Very Low,,,,,,,,,,,0,3,3,2,0,0,2,17,<10,<10,<10,<10,<10,0,0,0,0,0,0
,23540,,"Gainesville, FL",280708,103,299,2.9,Very Low,0.38,Very Low,Cyber Security Engineer,Network Engineer / Architect,Systems Administrator,IT Project Manager,,,,,,,34,45,48,21,0,10,29,74,25,<10,17,<10,34,5,7,0,9,3,12
,23580,,"Gainesville, GA",196637,23,94,4.09,Low,0.13,Very Low,,,,,,,,,,,5,15,18,10,0,2,5,16,22,<10,<10,<10,14,5,0,0,0,0,0
,23900,,"Gettysburg, PA",102180,19,38,2,Very Low,0.28,Very Low,,,,,,,,,,,3,4,10,3,0,2,9,91,33,<10,<10,<10,10,6,2,0,0,2,2
,24020,,"Glens Falls, NY",126367,12,52,4.33,Low,0.11,Very Low,Cyber Security Engineer,,,,,,,,,,0,8,9,8,0,0,11,<10,<10,<10,<10,<10,<10,1,1,0,1,0,1
,24140,,"Goldsboro, NC",124150,9,31,3.44,Very Low,0.1,Very Low,,,,,,,,,,,4,4,4,3,0,0,5,79,<10,<10,<10,<10,<10,2,1,0,0,0,0
,24220,,"Grand Forks, ND-MN",102743,34,53,1.56,Very Low,0.32,Very Low,Cyber Security Engineer,Network Analyst / Specialist,Network Engineer / Architect,,,,,,,,5,18,33,16,0,5,4,79,<10,<10,<10,<10,<10,17,3,0,0,0,0
,24260,,"Grand Island, NE",85148,9,49,5.44,Average,0.1,Very Low,,,,,,,,,,,2,4,6,4,0,1,1,12,<10,<10,<10,<10,<10,1,1,0,1,0,1
,24300,,"Grand Junction, CO",150083,9,44,4.89,Average,0.07,Very Low,,,,,,,,,,,1,4,5,5,0,5,6,16,<10,<10,<10,<10,11,0,0,0,0,0,0
,24340,,"Grand Rapids-Wyoming, MI",1047099,515,1115,2.17,Very Low,0.44,Very Low,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Analyst,IT Auditor,Help Desk Technician / Analyst,Network Administrator,Systems Engineer,Internal Auditor,Business Analyst (General),Security Officer,164,325,376,207,0,57,128,158,81,<10,46,<10,62,28,79,7,60,26,21
,24420,,"Grants Pass, OR",85904,9,49,5.44,Average,0.17,Very Low,,,,,,,,,,,0,3,8,3,0,0,1,<10,<10,<10,<10,<10,<10,0,0,0,0,0,0
,24500,,"Great Falls, MT",81755,28,129,4.61,Average,0.37,Very Low,Security Officer,,,,,,,,,,9,10,20,8,0,5,16,86,<10,<10,<10,<10,10,17,3,0,1,0,3
,24540,,"Greeley, CO",294932,28,91,3.25,Very Low,0.14,Very Low,Cyber Security Engineer,,,,,,,,,,6,16,18,10,0,1,8,109,96,<10,14,11,57,0,1,0,2,2,0
,24580,,"Green Bay, WI",318236,91,440,4.84,Average,0.25,Very Low,Cyber Security Engineer,Systems Engineer,Network Administrator,Cyber Security Manager / Administrator,Network Engineer / Architect,,,,,,21,44,63,36,0,10,20,20,20,<10,<10,<10,16,2,5,0,1,4,4
,24660,,"Greensboro-High Point, NC",756139,285,1301,4.56,Low,0.37,Very Low,Cyber Security Engineer,Internal Auditor,Cyber Security Analyst,Network Engineer / Architect,Compliance Officer / Analyst,Software Developer / Engineer,Network Administrator,Vulnerability Analyst / Penetration Tester,Solutions Engineer,IT Manager,110,155,150,113,0,31,75,118,63,<10,44,11,57,4,52,3,38,22,18
,24860,,"Greenville-Anderson-Mauldin, SC",884975,349,889,2.55,Very Low,0.41,Very Low,Cyber Security Engineer,Network Engineer / Architect,Software Developer / Engineer,Cyber Security Analyst,Systems Engineer,Network Support Technician,Systems Administrator,IT Manager,Internal Auditor,IT Auditor,104,222,211,110,0,42,68,165,70,<10,34,<10,34,11,42,0,19,11,14
,24780,,"Greenville, NC",177220,38,88,2.32,Very Low,0.24,Very Low,Cyber Security Engineer,Systems Administrator,,,,,,,,,14,21,34,25,0,6,4,38,<10,<10,<10,<10,<10,5,4,0,1,4,0
,25060,,"Gulfport-Biloxi-Pascagoula, MS",391266,289,735,2.54,Very Low,0.91,Average,Systems Administrator,Cyber Security Engineer,Software Developer / Engineer,Information Assurance Engineer / Analyst,Cyber Security Analyst,Cyber Security Specialist / Technician,Network Engineer / Architect,Cyber Security Manager / Administrator,Database Administrator,Engineering Technologist,121,144,195,84,0,37,49,1171,47,<10,<10,<10,86,109,53,0,4,5,34
,25180,,"Hagerstown-Martinsburg, MD-WV",263817,149,757,5.08,Average,0.69,Low,Database Administrator,Cyber Security Analyst,Cyber Security Engineer,Cyber Security Specialist / Technician,College Professor / Instructor,Executive Director,Network Engineer / Architect,Security Officer,Application Support Engineer / Analyst,Software QA Engineer / Tester,52,52,91,60,9,23,43,591,148,<10,11,11,41,2,12,0,16,4,28
,25220,,"Hammond, LA",130710,12,50,4.17,Low,0.14,Very Low,,,,,,,,,,,2,9,6,5,0,1,7,37,<10,<10,<10,<10,<10,1,0,0,0,1,0
,25260,,"Hanford-Corcoran, CA",149785,56,109,1.95,Very Low,0.65,Very Low,Cyber Security Manager / Administrator,Cyber Security Engineer,Oracle Database Administrator,,,,,,,,18,18,46,18,0,9,17,52,<10,<10,<10,<10,<10,35,3,0,0,0,4
,25420,,"Harrisburg-Carlisle, PA",568033,617,1833,2.97,Very Low,0.91,Average,Cyber Security Engineer,Network Engineer / Architect,Systems Engineer,Cyber Security Analyst,Cyber Security Manager / Administrator,Executive Director,IT Auditor,Software Developer / Engineer,IT Specialist / Engineer,Systems Administrator,210,338,411,210,2,74,155,742,200,<10,77,28,127,114,107,0,63,19,47
,25500,,"Harrisonburg, VA",132822,30,153,5.1,Average,0.23,Very Low,,,,,,,,,,,11,7,9,2,0,4,13,30,<10,<10,<10,<10,<10,3,2,0,3,0,3
,25540,,"Hartford-West Hartford-East Hartford, CT",1206836,6,3299,549.83,Very High,,,,,,,,,,,,,1,3,4,1,0,1,1,19,20,<10,168,58,<10,0,1,0,1,0,0
,25620,,"Hattiesburg, MS",149138,18,76,4.22,Low,0.14,Very Low,Cyber Security Engineer,,,,,,,,,,1,7,9,10,0,2,7,53,<10,<10,<10,<10,<10,0,0,0,0,0,0
,25860,,"Hickory-Lenoir-Morganton, NC",364187,75,418,5.57,Average,0.24,Very Low,Cyber Security Analyst,Cyber Security Engineer,Vulnerability Analyst / Penetration Tester,,,,,,,,44,41,54,41,0,24,25,31,11,<10,<10,<10,17,1,16,0,7,6,4
,25940,,"Hilton Head Island-Bluffton-Beaufort, SC",211614,109,222,2.04,Very Low,0.71,Low,Systems Administrator,Cyber Security Manager / Administrator,Oracle Database Administrator,Avionics Technician,Network Engineer / Architect,IT Specialist / Engineer,,,,,20,33,80,26,0,22,24,156,12,<10,<10,<10,13,72,4,0,0,0,10
,25980,,"Hinesville, GA",81007,57,152,2.67,Very Low,1.59,Very High,Network Administrator,Mathematician,,,,,,,,,15,12,34,14,0,0,6,284,<10,<10,<10,<10,18,47,4,0,0,1,10
,26300,,"Hot Springs, AR",97477,8,23,2.88,Very Low,0.11,Very Low,,,,,,,,,,,0,2,1,1,0,0,0,<10,<10,<10,<10,<10,<10,0,0,0,0,0,0
,26380,,"Houma-Thibodaux, LA",211525,8,48,6,Average,0.04,Very Low,Cyber Security Engineer,,,,,,,,,,0,7,7,6,0,0,3,17,<10,<10,<10,<10,<10,0,0,0,0,0,0
,26420,,"Houston-The Woodlands-Sugar Land, TX",6772470,3758,13010,3.46,Very Low,0.6,Very Low,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Cyber Security Manager / Administrator,Software Developer / Engineer,Internal Auditor,Vulnerability Analyst / Penetration Tester,Cyber Security Consultant,Cyber Security Architect,IT Auditor,1626,2387,2435,1690,38,778,1234,910,1030,59,886,197,774,84,1018,24,598,398,407
,26580,,"Huntington-Ashland, WV-KY-OH",359588,39,160,4.1,Low,0.14,Very Low,Cyber Security Engineer,,,,,,,,,,9,24,29,25,0,3,20,75,12,<10,<10,<10,<10,0,5,0,0,0,0
,26620,,"Huntsville, AL",449720,2269,4004,1.76,Very Low,4.88,Very High,Cyber Security Engineer,Systems Engineer,Network Engineer / Architect,Cyber Security Analyst,Software Developer / Engineer,Information Assurance Engineer / Analyst,Systems Administrator,Cyber Security Manager / Administrator,Senior Software Developer / Engineer,Systems Architect,600,1478,1774,816,14,308,275,2096,484,<10,39,48,132,1067,716,2,88,113,274
,26820,,"Idaho Falls, ID",142572,69,221,3.2,Very Low,0.52,Very Low,Cyber Security Analyst,Network Administrator,Cyber Security Engineer,,,,,,,,40,34,52,44,0,23,15,45,43,<10,<10,<10,22,5,8,0,2,1,2
,26900,,"Indianapolis-Carmel-Anderson, IN",2004230,1638,4463,2.72,Very Low,0.76,Low,Cyber Security Analyst,Cyber Security Engineer,Network Engineer / Architect,Vulnerability Analyst / Penetration Tester,Cyber Security Manager / Administrator,Cyber Security Architect,IT Auditor,Software Developer / Engineer,IT Director,Incident Analyst / Responder,770,1013,1126,708,14,402,414,935,378,50,196,51,237,94,440,9,252,146,177
,26980,,"Iowa City, IA",168828,121,272,2.25,Very Low,0.63,Very Low,Cyber Security Analyst,Cyber Security Engineer,Biomedical Engineer,Cyber Security Specialist / Technician,Security Officer,Internal Auditor,Cyber Security Manager / Administrator,,,,57,70,74,55,0,41,36,33,20,<10,10,<10,15,2,30,0,16,5,9
,27060,,"Ithaca, NY",104871,50,158,3.16,Very Low,0.46,Very Low,Cyber Security Engineer,Network Administrator,Systems Support Specialist,,,,,,,,8,26,43,32,0,7,12,<10,<10,<10,<10,<10,<10,1,7,0,1,5,0
,27100,,"Jackson, MI",158460,90,144,1.6,Very Low,0.71,Low,Cyber Security Engineer,Technical Support Engineer / Analyst,Network Engineer / Architect,IT Auditor,Software Developer / Engineer,Programmer / Analyst,,,,,32,68,64,40,0,7,16,28,17,<10,<10,<10,36,0,1,0,9,0,2
,27140,,"Jackson, MS",579229,237,607,2.56,Very Low,0.42,Very Low,Network Engineer / Architect,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Manager / Administrator,IT Auditor,Systems Administrator,Cyber Security Architect,Network Administrator,Cyber Security Specialist / Technician,Vulnerability Analyst / Penetration Tester,71,161,198,110,0,51,58,203,47,<10,40,<10,45,7,61,0,36,34,17
,27180,,"Jackson, TN",129527,7,31,4.43,Low,0.05,Very Low,,,,,,,,,,,1,2,2,1,0,0,2,15,<10,<10,<10,<10,<10,0,1,0,1,0,0
,27260,,"Jacksonville, FL",1478212,1106,3875,3.5,Very Low,0.8,Low,Cyber Security Engineer,Cyber Security Analyst,IT Auditor,Network Engineer / Architect,Internal Auditor,Cyber Security Manager / Administrator,Software Developer / Engineer,Cyber Security Specialist / Technician,Systems Administrator,Risk Analyst,438,697,739,457,2,176,240,1200,325,27,170,63,152,92,286,3,203,101,95
,27340,,"Jacksonville, NC",187136,241,415,1.72,Very Low,2.5,Very High,Systems Administrator,Cyber Security Manager / Administrator,Cyber Security Engineer,Information Assurance Engineer / Analyst,Help Desk Technician / Analyst,Cyber Security Specialist / Technician,Network Administrator,Software Developer / Engineer,Incident Analyst / Responder,Systems Analyst,69,76,168,68,1,28,34,756,58,<10,<10,<10,<10,141,23,0,6,6,65
,27500,,"Janesville-Beloit, WI",161620,15,85,5.67,Average,0.11,Very Low,,,,,,,,,,,1,4,8,5,0,0,5,17,<10,<10,<10,<10,<10,0,0,0,0,0,0
,27620,,"Jefferson City, MO",151391,75,299,3.99,Low,0.49,Very Low,Cyber Security Engineer,Cyber Security Analyst,IT Specialist / Engineer,,,,,,,,26,48,58,37,0,18,22,54,20,<10,10,<10,<10,1,7,0,5,5,2
,27740,,"Johnson City, TN",201661,25,126,5.04,Average,0.15,Very Low,Cyber Security Engineer,,,,,,,,,,7,19,22,18,0,4,10,20,<10,<10,<10,<10,11,0,9,0,0,0,8
,27780,,"Johnstown, PA",134732,37,172,4.65,Average,0.32,Very Low,Cyber Security Manager / Administrator,,,,,,,,,,13,7,15,13,0,11,26,48,21,<10,<10,<10,<10,3,10,0,0,2,0
,27860,,"Jonesboro, AR",129858,13,36,2.77,Very Low,0.11,Very Low,,,,,,,,,,,5,7,10,6,0,3,7,14,<10,<10,<10,<10,<10,0,0,0,0,0,0
,27900,,"Joplin, MO",177805,24,94,3.92,Low,0.15,Very Low,Network Engineer / Architect,Cyber Security Engineer,,,,,,,,,7,20,18,9,0,0,8,25,<10,<10,<10,<10,<10,0,4,0,4,0,0
,27980,,"Kahului-Wailuku-Lahaina, HI",165474,15,112,7.47,High,0.1,Very Low,,,,,,,,,,,4,6,11,6,0,4,5,66,10,<10,<10,<10,<10,1,3,0,0,0,0
,28020,,"Kalamazoo-Portage, MI",336877,155,234,1.51,Very Low,0.53,Very Low,IT Auditor,Cyber Security Engineer,Computer Support Specialist,Network Engineer / Architect,Software Developer / Engineer,IT Administrator,Security Officer,Internal Auditor,Network Administrator,,51,94,112,26,0,18,49,97,32,<10,10,<10,43,17,17,0,30,9,0
,28100,,"Kankakee, IL",110008,9,32,3.56,Very Low,0.1,Very Low,,,,,,,,,,,3,3,8,6,0,2,6,12,<10,<10,<10,<10,<10,0,0,0,0,0,0
,28140,,"Kansas City, MO-KS",2104509,1986,5971,3.01,Very Low,0.89,Average,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Cyber Security Manager / Administrator,Systems Administrator,Systems Engineer,Vulnerability Analyst / Penetration Tester,IT Auditor,Cyber Security Specialist / Technician,Software Developer / Engineer,707,1173,1327,774,14,313,494,1174,498,27,252,71,283,248,438,2,223,119,204
,28420,,"Kennewick-Richland, WA",283846,124,329,2.65,Very Low,0.54,Very Low,Cyber Security Analyst,Cyber Security Engineer,Information Assurance Engineer / Analyst,Incident Analyst / Responder,Cyber Security Manager / Administrator,Internal Auditor,Software Developer / Engineer,,,,61,93,103,87,1,36,29,73,43,<10,<10,<10,55,7,32,0,8,10,7
,28660,,"Killeen-Temple, TX",435857,261,720,2.76,Very Low,0.89,Average,Cyber Security Engineer,Field Service Technician,Software Developer / Engineer,Information Assurance Engineer / Analyst,Systems Engineer,Mathematician,Systems Administrator,Cyber Security Specialist / Technician,Systems Analyst,Database Analyst / Developer,101,94,127,48,0,15,42,1349,74,<10,<10,<10,88,169,33,0,4,11,61
,28700,,"Kingsport-Bristol-Bristol, TN-VA",306334,17,123,7.24,High,0.07,Very Low,Cyber Security Engineer,,,,,,,,,,4,5,13,9,0,4,7,22,16,<10,<10,<10,12,0,1,0,0,0,0
,28740,,"Kingston, NY",179225,13,52,4,Low,0.1,Very Low,Cyber Security Engineer,,,,,,,,,,3,10,13,12,0,1,11,33,20,<10,<10,<10,<10,0,2,0,0,0,0
,28940,,"Knoxville, TN",868546,371,1207,3.25,Very Low,0.46,Very Low,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Manager / Administrator,Help Desk Technician / Analyst,Cyber Security Consultant,Cyber Security Analyst,Technical Support Manager / Supervisor,Systems Engineer,IT Auditor,Network Administrator,122,203,289,135,1,61,116,292,158,<10,51,11,127,34,90,1,23,21,49
,29020,,"Kokomo, IN",82568,12,37,3.08,Very Low,0.14,Very Low,Cyber Security Engineer,,,,,,,,,,2,10,10,10,0,1,9,31,<10,<10,<10,<10,<10,0,0,0,1,0,0
,29100,,"La Crosse-Onalaska, WI-MN",136936,95,106,1.12,Very Low,0.61,Very Low,Cyber Security Analyst,Network Engineer / Architect,,,,,,,,,58,65,74,53,0,42,30,25,15,<10,<10,<10,14,0,34,0,13,13,13
,29200,,"Lafayette-West Lafayette, IN",216679,39,296,7.59,High,0.2,Very Low,Cyber Security Engineer,,,,,,,,,,9,25,17,11,0,6,12,45,30,<10,<10,<10,20,0,8,1,5,0,5
,29180,,"Lafayette, LA",491528,101,238,2.36,Very Low,0.23,Very Low,Cloud Architect,Cyber Security Manager / Administrator,Software Developer / Engineer,Systems Administrator,Cyber Security Engineer,Security Officer,,,,,26,58,42,18,0,18,31,40,<10,<10,<10,<10,<10,7,47,0,10,7,9
,29340,,"Lake Charles, LA",207483,21,50,2.38,Very Low,0.1,Very Low,Technical Consultant / Analyst,,,,,,,,,,9,10,7,10,0,1,5,20,<10,<10,<10,<10,<10,1,0,0,1,0,0
,29420,,"Lake Havasu City-Kingman, AZ",205249,9,53,5.89,Average,0.09,Very Low,,,,,,,,,,,0,5,5,1,0,0,1,23,<10,<10,<10,<10,<10,1,0,0,0,0,0
,29460,,"Lakeland-Winter Haven, FL",666149,215,729,3.39,Very Low,0.48,Very Low,Cyber Security Engineer,Network Engineer / Architect,Help Desk Technician / Analyst,Cyber Security Analyst,Network Administrator,Systems Administrator,General / Electrical Engineering Technician,Network Analyst / Specialist,Technical Support Engineer / Analyst,Vulnerability Analyst / Penetration Tester,55,94,155,74,1,27,33,123,61,<10,23,<10,63,36,33,1,6,4,17
,29540,,"Lancaster, PA",538500,185,464,2.51,Very Low,0.37,Very Low,Cyber Security Manager / Administrator,Executive Director,Cyber Security Engineer,Cyber Security Analyst,SAP Architect / Analyst,Cyber Security Architect,IT Specialist / Engineer,Network Engineer / Architect,Vulnerability Analyst / Penetration Tester,Systems Engineer,69,89,132,73,0,51,97,118,47,<10,23,<10,45,12,43,0,17,16,11
,29620,,"Lansing-East Lansing, MI",475099,558,919,1.65,Very Low,1.27,High,Cyber Security Analyst,Cyber Security Engineer,Network Engineer / Architect,Internal Auditor,Help Desk Technician / Analyst,Vulnerability Analyst / Penetration Tester,Cyber Security Manager / Administrator,Cyber Security Architect,Security Officer,PHP Developer,250,361,398,247,1,144,168,184,74,<10,59,13,71,60,187,1,123,34,30
,29700,,"Laredo, TX",271193,14,134,9.57,Very High,0.07,Very Low,Cyber Security Engineer,,,,,,,,,,6,9,12,12,0,6,9,11,<10,<10,<10,<10,<10,0,2,0,2,2,2
,29740,,"Las Cruces, NM",214207,216,583,2.7,Very Low,1.44,High,Systems Administrator,Cyber Security Engineer,Cyber Security Manager / Administrator,Network Administrator,Unix Administrator / Engineer,Systems Engineer,Systems Support Specialist,Help Desk Technician / Analyst,Technical Support Engineer / Analyst,Information Assurance Engineer / Analyst,28,63,178,51,0,21,34,286,40,<10,<10,<10,15,140,29,0,1,0,5
,29820,,"Las Vegas-Henderson-Paradise, NV",2155664,1339,3287,2.45,Very Low,0.67,Low,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Analyst,IT Auditor,Systems Administrator,Cyber Security Manager / Administrator,Cyber Security Architect,Internal Auditor,Network Administrator,Systems Engineer,480,775,905,456,12,166,406,1127,270,10,96,31,306,157,321,2,213,106,146
,29940,,"Lawrence, KS",119440,71,250,3.52,Very Low,0.67,Low,Technical Support Engineer / Analyst,Cyber Security Engineer,IT Operations / Networking Manager,Cyber Security Manager / Administrator,,,,,,,22,21,50,15,0,8,30,37,22,<10,10,<10,13,0,3,0,5,0,4
,30020,,"Lawton, OK",128077,69,307,4.45,Low,0.74,Low,Cyber Security Engineer,Field Service Technician,Cyber Security Analyst,,,,,,,,26,32,48,26,0,10,13,329,17,<10,<10,<10,12,42,2,0,0,0,7
,30140,,"Lebanon, PA",138863,10,52,5.2,Average,0.1,Very Low,,,,,,,,,,,3,0,2,1,0,4,9,89,22,<10,<10,<10,14,1,0,0,0,0,0
74500,74500,,"Leominster-Gardner, MA",,5,35,7,High,0.05,Very Low,,,,,,,,,,,0,3,5,2,0,0,0,34,19,<10,<10,<10,10,0,0,0,0,0,0
74650,30340,,"Lewiston-Auburn, ME",107319,17,119,7,High,0.16,Very Low,,,,,,,,,,,1,7,10,4,0,3,5,29,10,<10,<10,<10,<10,0,1,0,0,0,0
,30300,,"Lewiston, ID-WA",62675,2,20,10,Very High,0.04,Very Low,,,,,,,,,,,0,1,2,1,0,1,1,11,<10,<10,<10,<10,<10,0,0,0,0,0,0
,30460,,"Lexington-Fayette, KY",506751,226,505,2.23,Very Low,0.39,Very Low,Cyber Security Engineer,Cyber Security Analyst,Internal Auditor,Network Engineer / Architect,Cyber Security Manager / Administrator,Information Assurance Engineer / Analyst,Network Administrator,Systems Administrator,Incident Analyst / Responder,IT Director,89,132,158,86,0,40,48,155,62,<10,30,14,24,15,33,0,27,8,10
,30620,,"Lima, OH",103742,16,49,3.06,Very Low,0.16,Very Low,Cyber Security Engineer,,,,,,,,,,3,11,11,9,0,0,5,11,<10,<10,<10,<10,<10,0,0,0,0,0,0
,30700,,"Lincoln, NE",326921,232,606,2.61,Very Low,0.62,Very Low,Cyber Security Engineer,Cyber Security Manager / Administrator,IT Specialist / Engineer,Network Engineer / Architect,Cyber Security Analyst,Internal Auditor,Computer Programmer,Cyber Security Specialist / Technician,IT Auditor,Systems Engineer,75,159,175,105,0,35,52,76,42,<10,18,<10,34,8,39,3,38,20,12
,30780,,"Little Rock-North Little Rock-Conway, AR",734622,323,1534,4.75,Average,0.44,Very Low,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Manager / Administrator,Cyber Security Specialist / Technician,Internal Auditor,Systems Administrator,Senior Software Developer / Engineer,Security Officer,Technical Consultant / Analyst,Network Engineer / Architect,124,183,210,138,1,54,105,303,111,17,74,16,62,15,71,0,41,31,15
,30860,,"Logan, UT-ID",136159,28,67,2.39,Very Low,0.24,Very Low,Cyber Security Analyst,Cyber Security Engineer,,,,,,,,,15,21,22,17,0,10,11,84,10,<10,<10,<10,<10,1,4,0,1,1,0
,30980,,"Longview, TX",217446,14,97,6.93,High,0.07,Very Low,Cyber Security Engineer,,,,,,,,,,3,9,8,8,0,1,5,27,<10,<10,<10,<10,<10,0,0,0,0,0,0
