NECTA,fips,state,msa,population,total_postings,total_supply,supply_demand_ratio,supply_demand_qualifier,location_quotient,location_quotient_qualifier,top_job_1,top_job_2,top_job_3,top_job_4,top_job_5,top_job_6,top_job_7,top_job_8,top_job_9,top_job_10,analyze,securely_provision,operate_maintain,protect_defend,investigate,collect_operate,oversight_development,security+_holders,cissp_holders,cipp_holders,cisa_holders,cism_holders,giac_holders,security+_openings,cissp_openings,cipp_openings,cisa_openings,cism_openings,giac_openings
,11500,,"Anniston-Oxford-Jacksonville, AL",114611,20,58,2.9,Very Low,0.23,Very Low,Cyber Security Engineer,,,,,,,,,,7,13,17,13,0,3,9,51,10,<10,<10,<10,<10,1,3,0,2,0,2
,11540,,"Appleton, WI",234079,67,245,3.66,Very Low,0.26,Very Low,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Analyst,Cyber Security Manager / Administrator,Application Support Engineer / Analyst,,,,,,30,43,46,30,0,12,24,22,24,<10,10,<10,24,0,16,0,3,10,5
,11700,,"Asheville, NC",452319,98,238,2.43,Very Low,0.25,Very Low,Cyber Security Specialist / Technician,Cyber Security Analyst,Software Developer / Engineer,Network Engineer / Architect,,,,,,,31,39,70,41,0,14,17,62,27,<10,<10,<10,11,0,16,0,0,12,0
,12020,,"Athens-Clarke County, GA",205290,31,134,4.32,Low,0.18,Very Low,Cyber Security Analyst,,,,,,,,,,16,20,20,18,0,9,10,26,10,<10,<10,<10,<10,0,2,0,2,2,0
,12060,,"Atlanta-Sandy Springs-Roswell, GA",5789700,9066,20576,2.27,Very Low,1.67,Very High,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Vulnerability Analyst / Penetration Tester,Software Developer / Engineer,IT Auditor,Cyber Security Manager / Administrator,Cyber Security Architect,Internal Auditor,Systems Engineer,3693,6011,5732,3952,45,1496,2572,1887,1739,211,986,335,747,277,2585,41,1588,1012,959
,12100,,"Atlantic City-Hammonton, NJ",270991,95,308,3.24,Very Low,0.35,Very Low,Cyber Security Engineer,Executive Director,Cyber Security Manager / Administrator,Network Engineer / Architect,Cyber Security Specialist / Technician,,,,,,17,58,66,45,0,11,39,49,18,<10,<10,<10,12,0,28,0,3,5,14
,12220,,"Auburn-Opelika, AL",158991,38,87,2.29,Very Low,0.33,Very Low,Cyber Security Specialist / Technician,Vulnerability Analyst / Penetration Tester,IT Specialist / Engineer,IT Manager,Cyber Security Engineer,,,,,,19,14,31,15,0,5,14,104,15,<10,<10,<10,10,1,12,0,0,11,13
,12260,,"Augusta-Richmond County, GA-SC",594919,518,1346,2.6,Very Low,1.14,Average,Cyber Security Engineer,Cyber Security Specialist / Technician,Help Desk Technician / Analyst,Network Engineer / Architect,Cyber Security Analyst,Incident Analyst / Responder,Compliance Officer / Analyst,Systems Administrator,Technical Support Engineer / Analyst,Information Assurance Engineer / Analyst,131,233,368,240,1,87,121,1905,463,<10,<10,<10,1665,127,70,0,6,9,35
,12420,,"Austin-Round Rock, TX",2056405,2696,7963,2.95,Very Low,1.31,High,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Software Developer / Engineer,Systems Engineer,Cyber Security Manager / Administrator,Cyber Security Architect,Vulnerability Analyst / Penetration Tester,Internal Auditor,Security Officer,942,1869,1670,1033,4,439,761,670,784,60,348,89,396,35,591,24,372,227,232
,12540,,"Bakersfield, CA",884788,462,1075,2.33,Very Low,0.74,Low,Systems Administrator,Cyber Security Engineer,Cyber Security Manager / Administrator,Cyber Security Analyst,Network Engineer / Architect,Information Assurance Engineer / Analyst,Database Administrator,Network Administrator,Incident Analyst / Responder,Oracle Database Administrator,131,167,351,143,0,91,95,577,83,<10,<10,<10,22,225,53,0,14,13,41
,12580,,"Baltimore-Columbia-Towson, MD",2798886,8865,18670,2.11,Very Low,3.1,Very High,Cyber Security Engineer,Software Developer / Engineer,Network Engineer / Architect,Cyber Security Analyst,Cyber Security Manager / Administrator,Systems Engineer,Systems Administrator,Information Assurance Engineer / Analyst,Senior Software Developer / Engineer,Cyber Security Specialist / Technician,3003,5554,5732,3464,129,1395,1734,6551,3192,53,392,245,1929,1400,2388,14,567,474,983
70750,12620,,"Bangor, ME",151806,151,773,5.12,Average,1.1,Average,Cyber Security Engineer,,,,,,,,,,56,31,56,14,2,9,60,53,13,<10,<10,<10,15,0,1,0,0,0,0
70900,12700,,"Barnstable Town, MA",214276,18,144,8,High,0.08,Very Low,,,,,,,,,,,7,9,15,7,0,6,3,51,22,<10,<10,<10,11,8,0,0,0,0,1
,12940,,"Baton Rouge, LA",835175,410,1334,3.25,Very Low,0.49,Very Low,Cyber Security Engineer,Cyber Security Manager / Administrator,Internal Auditor,Cyber Security Analyst,Software Developer / Engineer,Cyber Security Specialist / Technician,IT Director,Systems Engineer,Cyber Security Consultant,Network Engineer / Architect,114,232,240,161,1,68,140,106,82,<10,86,24,98,16,59,0,95,13,38
,12980,,"Battle Creek, MI",134386,85,165,1.94,Very Low,0.73,Low,Server Administrator,Cyber Security Engineer,Computer Support Specialist,Systems Support Specialist,Webmaster / Administrator,Cyber Security Specialist / Technician,,,,,8,28,75,24,0,1,6,79,14,<10,<10,<10,35,50,5,0,5,2,8
,13020,,"Bay City, MI",104747,12,21,1.75,Very Low,0.16,Very Low,,,,,,,,,,,8,6,7,3,0,1,7,17,<10,<10,<10,<10,<10,0,1,0,0,0,0
,13140,,"Beaumont-Port Arthur, TX",409968,35,135,3.86,Low,0.1,Very Low,Cyber Security Engineer,,,,,,,,,,3,24,26,13,0,0,9,26,<10,<10,<10,<10,<10,4,0,0,4,0,0
,13220,,"Beckley, WV",120924,18,78,4.33,Low,0.2,Very Low,Cyber Security Engineer,,,,,,,,,,0,11,14,12,0,0,11,16,<10,<10,<10,<10,<10,0,0,0,0,0,0
,13380,,"Bellingham, WA",216800,12,120,10,Very High,0.07,Very Low,,,,,,,,,,,3,5,8,3,0,2,6,72,10,<10,<10,<10,<10,0,0,0,1,0,0
,13460,,"Bend-Redmond, OR",181307,29,111,3.83,Low,0.18,Very Low,Systems Support Specialist,,,,,,,,,,9,9,19,8,0,8,2,30,14,<10,<10,<10,<10,0,3,0,2,2,4
,13740,,"Billings, MT",169728,26,114,4.38,Low,0.14,Very Low,,,,,,,,,,,12,17,16,9,0,5,10,16,<10,<10,<10,<10,<10,0,2,0,2,0,0
,13780,,"Binghamton, NY",244094,73,194,2.66,Very Low,0.34,Very Low,Cyber Security Engineer,Systems Support Specialist,Cyber Security Analyst,Information Assurance Engineer / Analyst,,,,,,,23,38,51,30,0,12,29,56,22,<10,<10,<10,<10,9,8,0,0,3,3
,13820,,"Birmingham-Hoover, AL",1147417,492,1784,3.63,Very Low,0.46,Very Low,,,,,,,,,,,216,316,318,246,0,87,117,270,155,<10,130,17,72,26,149,4,114,44,52
,13900,,"Bismarck, ND",131635,70,228,3.26,Very Low,0.44,Very Low,Cyber Security Engineer,Cyber Security Analyst,Software Developer / Engineer,,,,,,,,17,48,54,37,0,14,23,37,<10,<10,<10,<10,26,3,7,0,6,6,0
,13980,,"Blacksburg-Christiansburg-Radford, VA",182876,89,303,3.4,Very Low,0.6,Very Low,IT Director,Cyber Security Engineer,Systems Administrator,,,,,,,,10,38,59,14,0,8,16,132,27,<10,10,<10,89,36,8,0,8,3,4
,14010,,"Bloomington, IL",188644,287,1015,3.54,Very Low,1.49,High,Cyber Security Analyst,Cyber Security Engineer,Cyber Security Manager / Administrator,Software Developer / Engineer,Application Support Engineer / Analyst,Security Officer,Incident Analyst / Responder,Vulnerability Analyst / Penetration Tester,Technical Consultant / Analyst,Systems Administrator,171,187,206,185,2,114,40,51,78,56,41,18,56,33,116,2,28,12,27
,14020,,"Bloomington, IN",166336,56,202,3.61,Very Low,0.39,Very Low,Cyber Security Analyst,Cyber Security Engineer,IT Auditor,,,,,,,,23,34,40,30,0,16,8,152,33,<10,<10,<10,24,5,11,1,13,4,8
,14100,,"Bloomsburg-Berwick, PA",84763,18,159,8.83,Very High,0.2,Very Low,,,,,,,,,,,3,7,13,8,0,5,6,10,<10,<10,<10,<10,<10,0,0,0,0,0,0
,14260,,"Boise City, ID",691423,361,1014,2.81,Very Low,0.57,Very Low,Cyber Security Engineer,Cyber Security Analyst,IT Auditor,Cyber Security Architect,Cyber Security Manager / Administrator,Network Engineer / Architect,Internal Auditor,Cyber Security Specialist / Technician,IT Director,Systems Engineer,149,222,271,156,1,87,118,772,105,<10,42,19,88,28,83,0,80,40,28
71650,14460,,"Boston-Cambridge-Nashua, MA-NH",,7299,17483,2.4,Very Low,1.28,High,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Analyst,Cyber Security Manager / Administrator,Systems Engineer,IT Auditor,Software Developer / Engineer,Internal Auditor,Technical Support Engineer / Analyst,Cyber Security Architect,2632,4659,4830,2754,19,1092,2360,1309,1371,167,725,208,654,447,1815,65,1120,698,582
,14500,,"Boulder, CO",322226,520,1026,1.97,Very Low,1.38,High,,,,,,,,,,,161,309,337,220,0,109,142,94,122,16,30,16,98,30,144,5,42,26,42
,14540,,"Bowling Green, KY",171122,25,77,3.08,Very Low,0.16,Very Low,Cyber Security Engineer,Systems Engineer,Cyber Security Manager / Administrator,Systems Administrator,Software Developer / Engineer,Cyber Security Specialist / Technician,Cyber Security Analyst,Network Engineer / Architect,SAP Architect / Analyst,Vulnerability Analyst / Penetration Tester,7,14,15,14,0,2,6,25,<10,<10,<10,<10,22,0,2,0,1,0,2
,14740,,"Bremerton-Silverdale, WA",264811,154,627,4.07,Low,0.86,Average,Cyber Security Specialist / Technician,Network Engineer / Architect,Windows Administrator,Sharepoint Administrator,Systems Analyst,Cyber Security Engineer,Computer Support Specialist,,,,29,61,109,34,0,18,13,670,135,<10,15,<10,58,56,22,0,1,1,11
71950,14860,,"Bridgeport-Stamford-Norwalk, CT",944177,1338,2480,1.85,Very Low,1.5,High,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Manager / Administrator,Internal Auditor,IT Auditor,Network Engineer / Architect,Cyber Security Architect,Cyber Security Consultant,Vulnerability Analyst / Penetration Tester,Software Developer / Engineer,626,925,897,653,8,266,475,89,194,31,151,53,57,29,396,14,351,168,155
,15180,,"Brownsville-Harlingen, TX",422135,24,79,3.29,Very Low,0.08,Very Low,Cyber Security Engineer,,,,,,,,,,5,11,16,16,0,6,16,42,<10,<10,<10,<10,<10,0,0,0,0,0,0
,15260,,"Brunswick, GA",116784,24,118,4.92,Average,0.28,Very Low,,,,,,,,,,,3,11,9,4,0,3,6,44,<10,<10,<10,<10,<10,2,0,0,0,0,0
,15380,,"Buffalo-Cheektowaga-Niagara Falls, NY",1132804,538,2226,4.14,Low,0.46,Very Low,Cyber Security Analyst,Cyber Security Engineer,Systems Engineer,Cyber Security Manager / Administrator,IT Auditor,Network Engineer / Architect,Internal Auditor,Cyber Security Specialist / Technician,Project Manager (General),Risk Analyst,280,312,363,273,8,142,160,159,100,<10,89,38,45,5,121,0,98,42,22
72400,15540,,"Burlington-South Burlington, VT",217365,187,484,2.59,Very Low,0.71,Low,Cyber Security Engineer,IT Auditor,Network Engineer / Architect,Cyber Security Analyst,Systems Engineer,Cyber Security Manager / Administrator,,,,,42,137,142,71,6,25,51,64,49,<10,<10,10,38,14,52,0,35,9,10
,15500,,"Burlington, NC",159688,22,45,2.05,Very Low,0.17,Very Low,,,,,,,,,,,4,13,13,5,0,2,9,26,13,<10,12,<10,<10,1,5,0,2,1,1
,15680,,"California-Lexington Park, MD",112587,539,1233,2.29,Very Low,5.75,Very High,Information Assurance Engineer / Analyst,Systems Administrator,Cyber Security Engineer,Network Engineer / Architect,Systems Analyst,Cyber Security Analyst,Help Desk Technician / Analyst,Windows Administrator,Software Developer / Engineer,IT Specialist / Engineer,184,264,423,184,2,71,65,807,145,<10,<10,10,28,268,109,1,13,25,37
,15940,,"Canton-Massillon, OH",401281,69,299,4.33,Low,0.19,Very Low,Cyber Security Analyst,Business / Systems Analyst,Cyber Security Engineer,,,,,,,,41,49,60,40,0,31,10,54,26,<10,15,<10,<10,0,16,0,3,10,4
,15980,,"Cape Coral-Fort Myers, FL",722336,190,629,3.31,Very Low,0.36,Very Low,Cyber Security Engineer,Help Desk Technician / Analyst,Network Administrator,Network Engineer / Architect,Software Developer / Engineer,Systems Administrator,General / Electrical Engineering Technician,Systems Engineer,Systems Analyst,,42,59,113,39,1,13,49,78,45,<10,15,10,33,19,27,1,12,6,7
,16020,,"Cape Girardeau, MO-IL",97443,14,69,4.93,Average,0.15,Very Low,,,,,,,,,,,2,4,5,4,0,1,9,<10,<10,<10,<10,<10,<10,0,0,0,0,0,0
,16060,,"Carbondale-Marion, IL",126430,17,51,3,Very Low,0.15,Very Low,Cyber Security Engineer,,,,,,,,,,4,9,11,10,0,2,9,15,<10,<10,<10,<10,<10,0,2,0,0,2,0
,16180,,"Carson City, NV",54742,83,146,1.76,Very Low,1.4,High,Cyber Security Engineer,IT Specialist / Engineer,Cyber Security Analyst,Cyber Security Specialist / Technician,Cyber Security Manager / Administrator,,,,,,37,42,59,44,3,12,24,29,<10,<10,<10,<10,10,3,7,0,5,7,2
,16220,,"Casper, WY",81039,6,38,6.33,Average,0.07,Very Low,Cyber Security Engineer,,,,,,,,,,0,6,6,6,0,1,4,11,<10,<10,<10,<10,<10,0,0,0,0,0,0
,16300,,"Cedar Rapids, IA",267799,264,685,2.59,Very Low,0.87,Average,Cyber Security Analyst,IT Auditor,Cyber Security Engineer,Cyber Security Manager / Administrator,Risk Analyst,C# Developer / Engineer,Network Engineer / Architect,Internal Auditor,Data Architect,Vulnerability Analyst / Penetration Tester,133,170,156,106,0,57,63,59,47,<10,26,<10,24,6,56,0,81,34,8
,16540,,"Chambersburg-Waynesboro, PA",153851,138,523,3.79,Low,1.13,Average,Network Engineer / Architect,Cyber Security Specialist / Technician,Cyber Security Engineer,Technical Support Engineer / Analyst,Information Assurance Engineer / Analyst,SharePoint Developer,Systems Engineer,Cyber Security Analyst,Systems Administrator,Information Specialist,35,80,99,50,0,11,16,236,92,<10,<10,10,67,42,38,0,2,5,36
,16580,,"Champaign-Urbana, IL",238554,127,220,1.73,Very Low,0.61,Very Low,Senior Software Developer / Engineer,Cyber Security Engineer,Network Administrator,IT Auditor,Computer Programmer,Network Engineer / Architect,,,,,16,93,62,42,0,9,21,26,27,<10,12,<10,26,2,15,0,13,2,9
,16700,,"Charleston-North Charleston, SC",761155,975,2416,2.48,Very Low,1.4,High,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Software Developer / Engineer,Systems Engineer,Systems Administrator,Information Assurance Engineer / Analyst,Cyber Security Manager / Administrator,Cyber Security Specialist / Technician,Senior Software Developer / Engineer,293,608,684,363,1,128,126,1601,422,<10,26,30,245,341,254,0,64,64,185
,16620,,"Charleston, WV",217916,93,303,3.26,Very Low,0.38,Very Low,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Manager / Administrator,,,,,,,,38,43,67,50,0,24,35,40,22,<10,12,<10,21,16,19,0,6,6,7
,16740,,"Charlotte-Concord-Gastonia, NC-SC",2474314,4623,9785,2.12,Very Low,1.87,Very High,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Vulnerability Analyst / Penetration Tester,IT Auditor,Software Developer / Engineer,Cyber Security Specialist / Technician,Cyber Security Manager / Administrator,Internal Auditor,Cyber Security Architect,2216,2969,2842,1957,45,715,1360,460,675,50,541,132,318,40,962,16,795,351,241
,16820,,"Charlottesville, VA",231349,269,826,3.07,Very Low,1.17,Average,Cyber Security Analyst,Cyber Security Engineer,Software Developer / Engineer,Systems Engineer,Network Engineer / Architect,Senior Software Developer / Engineer,Database Analyst / Developer,Network Analyst / Specialist,Help Desk Technician / Analyst,Systems Administrator,87,133,163,85,1,33,54,231,61,<10,11,<10,39,69,30,0,13,6,10
,16860,,"Chattanooga, TN-GA",551632,222,642,2.89,Very Low,0.44,Very Low,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Specialist / Technician,Incident Analyst / Responder,Security Officer,Systems Engineer,Network Engineer / Architect,IT Auditor,,,96,116,171,135,0,50,57,106,84,<10,38,<10,32,6,69,0,37,30,27
,16940,,"Cheyenne, WY",98136,61,137,2.25,Very Low,0.63,Very Low,Cyber Security Engineer,Cyber Security Analyst,Systems Engineer,,,,,,,,17,36,56,33,0,13,21,137,29,<10,<10,<10,35,8,8,0,4,7,1
,16980,,"Chicago-Naperville-Elgin, IL-IN-WI",9512999,11537,26802,2.32,Very Low,1.19,Average,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,IT Auditor,Cyber Security Manager / Administrator,Internal Auditor,Vulnerability Analyst / Penetration Tester,Cyber Security Consultant,Cyber Security Architect,Systems Engineer,5060,7116,7116,4671,129,1911,4043,1349,1625,239,1209,363,1084,294,3491,125,2382,1323,1175
,17020,,"Chico, CA",226864,29,278,9.59,Very High,0.18,Very Low,Cyber Security Engineer,,,,,,,,,,7,15,25,14,0,1,13,22,12,<10,<10,<10,<10,0,0,0,0,0,0
,17140,,"Cincinnati, OH-KY-IN",2165139,1550,6174,3.98,Low,0.7,Low,Cyber Security Engineer,IT Auditor,Cyber Security Analyst,Software Developer / Engineer,Network Engineer / Architect,Internal Auditor,Vulnerability Analyst / Penetration Tester,Cyber Security Manager / Administrator,Cyber Security Architect,Cyber Security Consultant,661,1009,980,565,10,235,471,496,325,35,268,59,168,41,412,6,280,113,113
,17300,,"Clarksville, TN-KY",282349,144,294,2.04,Very Low,0.8,Low,Systems Administrator,Field Service Technician,Network Administrator,Systems Engineer,Cable Technician / Installer,Network Engineer / Architect,Cyber Security Engineer,Network Analyst / Specialist,Mathematician,Cyber Security Specialist / Technician,16,28,113,21,0,4,12,700,37,<10,<10,<10,53,100,1,0,0,1,7
,17460,,"Cleveland-Elyria, OH",2055612,1472,3919,2.66,Very Low,0.67,Low,Cyber Security Engineer,IT Auditor,Cyber Security Analyst,Cyber Security Manager / Administrator,Network Engineer / Architect,Vulnerability Analyst / Penetration Tester,Internal Auditor,Systems Engineer,Cyber Security Architect,Software Developer / Engineer,678,926,1038,613,5,290,458,338,289,21,260,49,169,29,345,7,314,107,103
,17420,,"Cleveland, TN",121262,9,14,1.56,Very Low,0.09,Very Low,,,,,,,,,,,1,4,6,3,0,0,2,19,<10,<10,<10,<10,<10,0,0,0,0,0,0
,17660,,"Coeur d'Alene, ID",154311,11,86,7.82,High,0.09,Very Low,,,,,,,,,,,7,6,8,4,0,4,3,30,17,<10,<10,<10,<10,0,2,0,0,0,0
,17780,,"College Station-Bryan, TX",254928,97,377,3.89,Low,0.43,Very Low,Cyber Security Manager / Administrator,Cyber Security Engineer,Internal Auditor,Network Engineer / Architect,College Professor / Instructor,Vulnerability Analyst / Penetration Tester,Cyber Security Specialist / Technician,,,,42,32,62,46,0,25,48,34,29,<10,14,<10,27,0,9,0,13,2,0
,17820,,"Colorado Springs, CO",712327,3182,5890,1.85,Very Low,5.55,Very High,Network Engineer / Architect,Systems Engineer,Cyber Security Engineer,Software Developer / Engineer,Systems Administrator,Information Assurance Engineer / Analyst,Cyber Security Manager / Administrator,Senior Software Developer / Engineer,Cyber Security Analyst,Systems Architect,711,2083,2345,873,17,338,399,3843,925,<10,47,65,296,1538,1198,2,353,162,693
,17860,,"Columbia, MO",176594,53,265,5,Average,0.27,Very Low,Cyber Security Engineer,,,,,,,,,,15,26,31,20,0,7,23,18,17,<10,<10,<10,38,2,3,0,1,1,1
,17900,,"Columbia, SC",817488,929,2735,2.94,Very Low,1.17,Average,Cyber Security Analyst,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Manager / Administrator,Network Analyst / Specialist,Application Support Engineer / Analyst,IT Auditor,Systems Engineer,Software Developer / Engineer,Technical Support Engineer / Analyst,409,628,704,452,1,248,193,616,148,26,86,30,313,51,214,1,95,118,135
,17980,,"Columbus, GA-AL",308755,454,826,1.82,Very Low,1.9,Very High,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Specialist / Technician,Cyber Security Manager / Administrator,Systems Administrator,Senior Business Analyst,Network Engineer / Architect,Vulnerability Analyst / Penetration Tester,Cyber Security Consultant,Help Desk Technician / Analyst,195,207,322,196,1,93,128,380,64,<10,22,10,43,74,182,0,77,93,95
,18020,,"Columbus, IN",81402,64,134,2.09,Very Low,0.61,Very Low,Network Engineer / Architect,Cyber Security Engineer,Cyber Security Consultant,,,,,,,,27,35,43,28,0,17,15,19,<10,<10,<10,<10,<10,0,11,0,4,2,0
,18140,,"Columbus, OH",2041520,2412,6435,2.67,Very Low,1.11,Average,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Analyst,Risk Analyst,Cyber Security Manager / Administrator,Software Developer / Engineer,Vulnerability Analyst / Penetration Tester,IT Auditor,Systems Administrator,Internal Auditor,1090,1405,1646,1078,26,360,673,1031,528,42,322,72,348,116,628,3,417,217,169
,18580,,"Corpus Christi, TX",454726,63,260,4.13,Low,0.16,Very Low,Cyber Security Engineer,IT Specialist / Engineer,,,,,,,,,13,25,46,29,0,10,18,176,19,<10,<10,<10,<10,14,8,1,5,4,7
,18700,,"Corvallis, OR",89385,89,92,1.03,Very Low,1.27,High,Cyber Security Analyst,Cloud Architect,Vulnerability Analyst / Penetration Tester,Cyber Security Architect,,,,,,,60,65,72,52,0,41,30,12,<10,<10,<10,<10,<10,0,20,0,10,7,5
,18880,,"Crestview-Fort Walton Beach-Destin, FL",267059,634,1271,2,Very Low,2.81,Very High,Systems Administrator,Cyber Security Manager / Administrator,Information Assurance Engineer / Analyst,Network Administrator,Software Developer / Engineer,Cyber Security Engineer,Incident Analyst / Responder,Systems Engineer,Network Engineer / Architect,Network Support Technician,138,254,456,163,10,98,143,1378,147,<10,<10,<10,195,298,119,1,9,16,37
,19060,,"Cumberland, MD-WV",99541,104,224,2.15,Very Low,1.35,High,Systems Administrator,Windows Administrator,Network Administrator,Cyber Security Engineer,Cyber Security Specialist / Technician,Executive Director,Security Officer,,,,5,29,88,39,0,6,26,45,16,<10,<10,<10,<10,30,26,0,9,4,2
,19100,,"Dallas-Fort Worth-Arlington, TX",7233323,10217,25014,2.45,Very Low,1.41,High,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Software Developer / Engineer,Cyber Security Manager / Administrator,IT Auditor,Vulnerability Analyst / Penetration Tester,Systems Engineer,Cyber Security Architect,Cyber Security Consultant,4207,6800,6490,4223,40,1720,3098,2388,2151,146,1327,383,800,296,2876,53,1655,1039,978
,19140,,"Dalton, GA",143904,16,83,5.19,Average,0.11,Very Low,,,,,,,,,,,5,9,7,7,0,0,3,14,<10,<10,<10,<10,<10,0,0,0,2,0,0
72850,72850,,"Danbury, CT",,85,219,2.58,Very Low,0.5,Very Low,Cyber Security Engineer,Internal Audit Manager,Cyber Security Analyst,Security Officer,Security Manager,,,,,,53,52,42,39,0,12,48,17,25,<10,29,<10,19,0,30,0,25,11,0
,19180,,"Danville, IL",78111,8,23,2.88,Very Low,0.14,Very Low,Cyber Security Engineer,,,,,,,,,,0,8,5,5,0,0,4,<10,<10,<10,<10,<10,<10,0,0,0,0,0,0
,19300,,"Daphne-Fairhope-Foley, AL",208563,19,55,2.89,Very Low,0.13,Very Low,,,,,,,,,,,0,5,9,5,0,2,6,54,10,<10,<10,<10,<10,0,2,0,0,0,1
,19340,,"Davenport-Moline-Rock Island, IA-IL",382268,448,798,1.78,Very Low,1.16,Average,Cyber Security Analyst,Cyber Security Engineer,Information Assurance Engineer / Analyst,Computer Operator,Systems Administrator,Network Engineer / Architect,Network Administrator,Web Developer,Cyber Security Manager / Administrator,Help Desk Technician / Analyst,186,215,298,174,0,100,83,252,36,<10,13,<10,27,177,58,0,4,7,34
,19380,,"Dayton, OH",800683,900,2240,2.49,Very Low,1.14,Average,Cyber Security Engineer,Systems Administrator,Information Assurance Engineer / Analyst,Network Engineer / Architect,Systems Engineer,Software Developer / Engineer,Cyber Security Manager / Administrator,Cyber Security Analyst,Technical Support Engineer / Analyst,Electrical Engineer,242,574,667,314,1,122,152,1480,258,12,36,16,59,239,198,0,36,22,34
,19460,,"Decatur, AL",152256,15,57,3.8,Low,0.13,Very Low,Solutions Engineer,,,,,,,,,,4,11,10,7,0,2,7,187,32,<10,<10,<10,<10,1,0,0,0,0,7
,19500,,"Decatur, IL",106550,13,36,2.77,Very Low,0.13,Very Low,,,,,,,,,,,5,7,8,7,0,4,5,<10,<10,<10,21,<10,21,0,0,0,1,0,3
,19660,,"Deltona-Daytona Beach-Ormond Beach, FL",637674,81,374,4.62,Average,0.2,Very Low,Cyber Security Engineer,Cyber Security Analyst,Network Administrator,,,,,,,,22,35,54,35,1,13,28,125,44,<10,19,10,24,0,23,0,15,14,11
,19740,,"Denver-Aurora-Lakewood, CO",2853077,5371,10844,2.02,Very Low,1.78,Very High,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Analyst,Systems Administrator,Software Developer / Engineer,Cyber Security Manager / Administrator,Systems Engineer,IT Auditor,Vulnerability Analyst / Penetration Tester,Internal Auditor,1923,3483,3614,2098,27,845,1492,1862,1234,65,477,158,674,607,1508,27,820,488,627
,19780,,"Des Moines-West Des Moines, IA",634725,1652,2354,1.42,Very Low,2.19,Very High,Cyber Security Engineer,Software Developer / Engineer,Cyber Security Analyst,Business Analyst (General),.NET Developer / Engineer,Network Engineer / Architect,Cyber Security Manager / Administrator,Risk Consultant,IT Auditor,Web Developer,679,1145,879,477,1,194,415,228,151,<10,99,19,140,13,240,2,214,69,49
,19820,,"Detroit-Warren-Dearborn, MI",4297617,4822,8443,1.75,Very Low,1.17,Average,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Cyber Security Manager / Administrator,Cyber Security Architect,Cyber Security Consultant,Security Officer,Vulnerability Analyst / Penetration Tester,IT Auditor,Systems Administrator,2068,2887,3245,2005,49,800,1623,770,687,50,487,138,276,194,1200,21,767,430,428
,20020,,"Dothan, AL",147834,29,73,2.52,Very Low,0.24,Very Low,Cyber Security Engineer,,,,,,,,,,3,12,17,11,0,2,7,170,<10,<10,<10,<10,<10,1,0,0,1,0,0
73050,73050,,"Dover-Durham, NH-ME",,17,149,8.76,Very High,0.16,Very Low,,,,,,,,,,,9,9,9,8,0,8,6,77,49,<10,14,<10,17,0,5,0,0,0,1
,20100,,"Dover, DE",174827,97,196,2.02,Very Low,0.72,Low,Cyber Security Engineer,Cyber Security Analyst,Network Administrator,Network Engineer / Architect,Cyber Security Manager / Administrator,Network Analyst / Specialist,,,,,32,52,82,50,0,20,36,141,28,<10,<10,<10,11,12,11,0,8,5,4
,20220,,"Dubuque, IA",97003,73,137,1.88,Very Low,0.59,Very Low,Cyber Security Engineer,Cyber Security Analyst,Internal Audit Manager,Internal Auditor,,,,,,,26,53,42,29,0,12,19,18,<10,<10,<10,<10,<10,2,5,0,16,0,2
,20260,,"Duluth, MN-WI",279227,39,210,5.38,Average,0.15,Very Low,,,,,,,,,,,8,17,25,16,0,3,20,45,15,<10,<10,<10,<10,2,1,0,2,0,0
,20500,,"Durham-Chapel Hill, NC",559535,817,2423,2.97,Very Low,1.31,High,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Analyst,Cyber Security Architect,Software Developer / Engineer,Cyber Security Specialist / Technician,Systems Engineer,Cyber Security Manager / Administrator,Compliance Officer / Analyst,Incident Analyst / Responder,287,563,586,396,13,117,221,131,170,16,61,14,131,39,263,1,141,86,109
,20700,,"East Stroudsburg, PA",166098,7,37,5.29,Average,0.06,Very Low,,,,,,,,,,,0,4,7,4,0,0,3,64,19,<10,<10,<10,<10,1,1,0,0,0,0
,20740,,"Eau Claire, WI",166614,24,117,4.88,Average,0.14,Very Low,,,,,,,,,,,7,13,12,7,0,5,10,76,<10,<10,<10,<10,<10,0,0,0,0,0,0
