NECTA,fips,state,msa,population,total_postings,total_supply,supply_demand_ratio,supply_demand_qualifier,location_quotient,location_quotient_qualifier,top_job_1,top_job_2,top_job_3,top_job_4,top_job_5,top_job_6,top_job_7,top_job_8,top_job_9,top_job_10,analyze,securely_provision,operate_maintain,protect_defend,investigate,collect_operate,oversight_development,security+_holders,cissp_holders,cipp_holders,cisa_holders,cism_holders,giac_holders,security+_openings,cissp_openings,cipp_openings,cisa_openings,cism_openings,giac_openings
,12100,,"Atlantic City-Hammonton, NJ",270991,57,262,4.6,Average,0.23,Very Low,Cyber Security Manager / Administrator,Cyber Security Engineer,Cyber Security Analyst,Server Administrator,Systems Administrator,Cyber Security Consultant,Network Administrator,Cyber Security Specialist / Technician,Software Developer / Engineer,Cisco Engineer,12,31,41,26,0,6,24,,,,,,,0,17,0,1,6,11
,12220,,"Auburn-Opelika, AL",158991,31,87,2.81,Very Low,0.29,Very Low,Cyber Security Specialist / Technician,Vulnerability Analyst / Penetration Tester,Cyber Security Engineer,IT Manager,Cyber Security Analyst,IT Project Manager,Incident Analyst / Responder,IT Program Manager,,,20,12,19,12,0,3,17,,,,,,,1,4,0,0,3,5
,12260,,"Augusta-Richmond County, GA-SC",594919,404,1112,2.75,Very Low,0.97,Average,Cyber Security Engineer,Help Desk Technician / Analyst,Cyber Security Analyst,Network Engineer / Architect,Cyber Security Manager / Administrator,Incident Analyst / Responder,Systems Engineer,Cyber Security Specialist / Technician,Systems Administrator,Cyber Security Consultant,119,193,282,195,0,76,84,,,,,,,106,59,0,14,12,54
,12420,,"Austin-Round Rock, TX",2056405,2510,7610,3.03,Very Low,1.33,High,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Software Developer / Engineer,Systems Engineer,Cyber Security Manager / Administrator,Vulnerability Analyst / Penetration Tester,Incident Analyst / Responder,Cyber Security Architect,IT Auditor,830,1734,1541,978,13,361,705,,,,,,,42,546,15,303,191,237
,12540,,"Bakersfield, CA",884788,420,1030,2.45,Very Low,0.73,Low,Systems Administrator,Cyber Security Manager / Administrator,Information Assurance Engineer / Analyst,Cyber Security Engineer,Network Engineer / Architect,Database Administrator,Cyber Security Analyst,Oracle Database Administrator,Network Administrator,Incident Analyst / Responder,131,178,333,141,1,79,79,,,,,,,207,58,0,16,15,31
,12580,,"Baltimore-Columbia-Towson, MD",2798886,7512,17128,2.28,Very Low,2.87,Very High,Cyber Security Engineer,Software Developer / Engineer,Network Engineer / Architect,Cyber Security Analyst,Systems Administrator,Cyber Security Manager / Administrator,Systems Engineer,Information Assurance Engineer / Analyst,Senior Software Developer / Engineer,Cyber Security Specialist / Technician,2590,4645,4945,2959,126,1231,1403,,,,,,,1430,2202,11,482,392,937
70750,12620,,"Bangor, ME",151806,322,773,2.4,Very Low,2.57,Very High,Software Developer / Engineer,Computer Support Specialist,IT Specialist / Engineer,Programmer / Analyst,Systems Administrator,Chief Information Officer,Cyber Security Analyst,Systems Analyst,Business Analyst (General),Cyber Security Engineer,107,44,109,11,2,12,101,,,,,,,1,0,0,0,0,3
70900,12700,,"Barnstable Town, MA",214276,16,144,9,Very High,0.08,Very Low,Systems Analyst,Cyber Security Specialist / Technician,Systems Engineer,Systems Administrator,Cyber Security Manager / Administrator,IT Director,,,,,10,7,13,6,0,4,6,,,,,,,7,2,0,1,0,0
,12940,,"Baton Rouge, LA",835175,382,1248,3.27,Very Low,0.5,Very Low,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Manager / Administrator,IT Director,Network Engineer / Architect,Systems Administrator,Cyber Security Specialist / Technician,Systems Support Specialist,Systems Engineer,IT Auditor,122,184,222,148,3,71,138,,,,,,,23,49,0,100,14,34
,12980,,"Battle Creek, MI",134386,51,121,2.37,Very Low,0.48,Very Low,Systems Support Specialist,Cyber Security Engineer,Information Assurance Engineer / Analyst,Software Developer / Engineer,Webmaster / Administrator,Vulnerability Analyst / Penetration Tester,Windows Engineer,Network Engineer / Architect,Data Analyst (General),Cyber Security Consultant,7,24,41,16,0,1,5,,,,,,,24,14,0,13,3,12
,13020,,"Bay City, MI",104747,14,21,1.5,Very Low,0.21,Very Low,Cyber Security Specialist / Technician,Cyber Security Engineer,Cyber Security Consultant,Business Intelligence Analyst,,,,,,,3,7,11,8,0,1,8,,,,,,,0,2,0,1,0,0
,13140,,"Beaumont-Port Arthur, TX",409968,18,99,5.5,Average,0.06,Very Low,IT Specialist / Engineer,IT Project Manager,Systems Administrator,Cyber Security Analyst,IT Auditor,,,,,,2,12,16,10,0,1,6,,,,,,,3,0,0,1,0,0
,13220,,"Beckley, WV",120924,22,67,3.05,Very Low,0.26,Very Low,Cyber Security Engineer,Solutions Engineer,Cyber Security Specialist / Technician,Systems Administrator,Network Engineer / Architect,,,,,,3,11,12,9,0,0,11,,,,,,,0,0,0,0,0,0
,13380,,"Bellingham, WA",216800,14,120,8.57,Very High,0.09,Very Low,Systems Analyst,Network Engineer / Architect,Technical Support Engineer / Analyst,Incident Analyst / Responder,Information Assurance Engineer / Analyst,Chief Information Officer,Network Administrator,,,,2,4,9,3,0,2,6,,,,,,,0,3,0,0,0,0
,13460,,"Bend-Redmond, OR",181307,31,103,3.32,Very Low,0.21,Very Low,IT Project Manager,Cyber Security Analyst,IT Manager,Vulnerability Analyst / Penetration Tester,Technical Project Manager,Cyber Security Engineer,,,,,12,10,9,7,0,6,6,,,,,,,0,4,0,1,0,4
,13740,,"Billings, MT",169728,18,114,6.33,Average,0.11,Very Low,Senior Business Analyst,Business Intelligence Analyst,Systems Administrator,,,,,,,,11,12,10,5,0,3,7,,,,,,,0,2,0,5,0,1
,13780,,"Binghamton, NY",244094,75,191,2.55,Very Low,0.38,Very Low,Information Assurance Engineer / Analyst,Cyber Security Engineer,Systems Support Specialist,Software Developer / Engineer,Cyber Security Analyst,Cyber Security Manager / Administrator,Cyber Security Specialist / Technician,Systems Architect,Systems Engineer,Systems Analyst,23,40,49,30,0,10,30,,,,,,,9,11,0,0,7,0
,13820,,"Birmingham-Hoover, AL",1147417,491,1769,3.6,Very Low,0.5,Very Low,Cyber Security Engineer,Cyber Security Analyst,IT Auditor,Network Engineer / Architect,Cyber Security Manager / Administrator,Software Developer / Engineer,Systems Engineer,Network Administrator,Vulnerability Analyst / Penetration Tester,Network Analyst / Specialist,228,312,296,239,3,89,122,,,,,,,19,169,8,125,42,57
,13900,,"Bismarck, ND",131635,59,219,3.71,Very Low,0.41,Very Low,Cyber Security Engineer,Technical Support Engineer / Analyst,Network Engineer / Architect,Software Developer / Engineer,Vulnerability Analyst / Penetration Tester,Cyber Security Analyst,Cyber Security Architect,Incident Analyst / Responder,Computer Repair Technician,Security / Defense Intelligence Analyst,18,37,43,31,2,6,16,,,,,,,2,6,0,3,1,3
,13980,,"Blacksburg-Christiansburg-Radford, VA",182876,111,274,2.47,Very Low,0.82,Low,Systems Administrator,Web Developer,Information Assurance Engineer / Analyst,Unix Administrator / Engineer,Cyber Security Engineer,IT Auditor,Software Developer / Engineer,Network Administrator,IT Director,Cyber Security Analyst,16,52,72,15,0,7,14,,,,,,,49,25,0,4,3,8
,14010,,"Bloomington, IL",188644,132,992,7.52,High,0.75,Low,Cyber Security Analyst,Cyber Security Engineer,IT Director,Incident Analyst / Responder,Network Engineer / Architect,Technical Consultant / Analyst,Cyber Security Manager / Administrator,Vulnerability Analyst / Penetration Tester,Business / Systems Analyst,Technical Support Engineer / Analyst,88,75,98,73,1,61,23,,,,,,,1,43,2,16,7,9
,14020,,"Bloomington, IN",166336,58,202,3.48,Very Low,0.44,Very Low,Cyber Security Engineer,Cyber Security Analyst,Vulnerability Analyst / Penetration Tester,Cyber Security Consultant,Cyber Security Manager / Administrator,Network Engineer / Architect,Senior Software Developer / Engineer,Cyber Security Specialist / Technician,IT Auditor,Information Assurance Engineer / Analyst,25,42,45,39,0,17,12,,,,,,,3,11,1,7,4,7
,14100,,"Bloomsburg-Berwick, PA",84763,17,159,9.35,Very High,0.21,Very Low,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,IT Auditor,Technical Consultant / Analyst,Technical Support Engineer / Analyst,,,,,4,10,15,12,0,3,3,,,,,,,0,0,0,0,0,0
,14260,,"Boise City, ID",691423,269,858,3.19,Very Low,0.47,Very Low,Cyber Security Analyst,Cyber Security Engineer,Cyber Security Architect,Network Engineer / Architect,Senior Software Developer / Engineer,IT Project Manager,IT Auditor,IT Director,Vulnerability Analyst / Penetration Tester,Application Support Engineer / Analyst,107,156,189,99,3,52,78,,,,,,,31,69,1,40,20,21
71650,14460,,"Boston-Cambridge-Nashua, MA-NH",4915448,7556,17159,2.27,Very Low,1.45,High,Cyber Security Engineer,Cyber Security Manager / Administrator,Network Engineer / Architect,Cyber Security Analyst,IT Auditor,Software Developer / Engineer,Systems Engineer,Cyber Security Architect,Vulnerability Analyst / Penetration Tester,Systems Administrator,2869,4823,4846,2962,28,1148,2492,,,,,,,400,1946,68,1231,802,606
,14500,,"Boulder, CO",322226,434,993,2.29,Very Low,1.26,High,Cyber Security Manager / Administrator,Cyber Security Engineer,Systems Engineer,Software Developer / Engineer,Systems Administrator,Cyber Security Analyst,Network Engineer / Architect,Information Assurance Engineer / Analyst,SAP Architect / Analyst,Vulnerability Analyst / Penetration Tester,136,261,271,162,2,83,124,,,,,,,35,118,3,32,31,29
,14540,,"Bowling Green, KY",171122,13,77,5.92,Average,0.09,Very Low,Cyber Security Engineer,Cyber Security Architect,Cyber Security Analyst,,,,,,,,7,12,12,9,0,1,4,,,,,,,0,4,0,1,0,4
,14740,,"Bremerton-Silverdale, WA",264811,130,524,4.03,Low,0.8,Low,Cyber Security Specialist / Technician,IT Specialist / Engineer,Computer Support Specialist,Systems Analyst,Windows Administrator,Network Engineer / Architect,Program Analyst,IT Auditor,Systems Engineer,Cyber Security Manager / Administrator,27,43,91,37,0,20,13,,,,,,,41,24,0,1,2,15
71950,14860,,"Bridgeport-Stamford-Norwalk, CT",944177,1085,2451,2.26,Very Low,1.33,High,Cyber Security Engineer,Cyber Security Analyst,IT Auditor,Network Engineer / Architect,Cyber Security Manager / Administrator,Vulnerability Analyst / Penetration Tester,Incident Analyst / Responder,Cyber Security Consultant,Cyber Security Specialist / Technician,IT Director,445,753,740,520,8,194,326,,,,,,,43,331,23,221,115,118
,15180,,"Brownsville-Harlingen, TX",422135,18,79,4.39,Low,0.07,Very Low,Cyber Security Engineer,IT Director,Network Analyst / Specialist,,,,,,,,2,9,12,11,0,3,10,,,,,,,0,0,0,0,0,0
,15260,,"Brunswick, GA",116784,21,118,5.62,Average,0.27,Very Low,Cyber Security Engineer,Senior Software Developer / Engineer,Systems Analyst,Network Engineer / Architect,Cyber Security Specialist / Technician,Software Developer / Engineer,Database Administrator,Systems Administrator,Network Administrator,,3,13,13,9,0,0,2,,,,,,,1,2,0,0,0,0
,15380,,"Buffalo-Cheektowaga-Niagara Falls, NY",1132804,475,2156,4.54,Average,0.44,Very Low,Cyber Security Engineer,Cyber Security Analyst,IT Auditor,Cyber Security Manager / Administrator,Network Engineer / Architect,Cyber Security Specialist / Technician,Vulnerability Analyst / Penetration Tester,Senior Business Analyst,Systems Engineer,Incident Analyst / Responder,246,261,310,222,2,119,139,,,,,,,15,92,0,66,27,26
72400,15540,,"Burlington-South Burlington, VT",217365,166,437,2.63,Very Low,0.69,Low,Cyber Security Engineer,Network Engineer / Architect,Systems Engineer,IT Auditor,Cyber Security Analyst,Support Engineer,IT Director,Vulnerability Analyst / Penetration Tester,Cyber Security Specialist / Technician,Technical Manager / Director,25,124,112,64,7,14,39,,,,,,,10,52,0,16,4,21
,15500,,"Burlington, NC",159688,38,45,1.18,Very Low,0.33,Very Low,IT Auditor,Unix Administrator / Engineer,Network Engineer / Architect,Cyber Security Engineer,Chief Information Officer,Systems Administrator,Cyber Security Consultant,Application Developer / Engineer,Cyber Security Analyst,,9,20,24,12,0,3,11,,,,,,,1,10,0,7,2,5
,15680,,"California-Lexington Park, MD",112587,542,1154,2.13,Very Low,6.32,Very High,Information Assurance Engineer / Analyst,Systems Administrator,Cyber Security Engineer,Network Engineer / Architect,Systems Analyst,Cyber Security Manager / Administrator,Technical Support Engineer / Analyst,Computer Support Specialist,Unix Administrator / Engineer,Cyber Security Analyst,186,269,446,168,2,64,71,,,,,,,324,102,1,6,15,21
,15940,,"Canton-Massillon, OH",401281,66,293,4.44,Low,0.2,Very Low,Cyber Security Analyst,Cyber Security Engineer,Business / Systems Analyst,Programmer / Analyst,Application Support Engineer / Analyst,Systems Support Specialist,Technical Support Manager / Supervisor,Network Engineer / Architect,Systems Engineer,Technical Support Engineer / Analyst,41,42,53,41,0,29,10,,,,,,,2,14,0,3,11,1
,15980,,"Cape Coral-Fort Myers, FL",722336,130,509,3.92,Low,0.27,Very Low,Cyber Security Analyst,Cyber Security Engineer,Network Administrator,Network Engineer / Architect,Systems Analyst,Systems Administrator,Cyber Security Manager / Administrator,Business / Systems Analyst,Operations Analyst (General),IT Project Manager,41,34,71,32,1,14,45,,,,,,,11,27,0,6,6,11
,16020,,"Cape Girardeau, MO-IL",97443,10,46,4.6,Average,0.12,Very Low,IT Director,Cyber Security Analyst,IT Manager,,,,,,,,3,5,7,5,0,1,7,,,,,,,0,0,0,0,0,0
,16060,,"Carbondale-Marion, IL",126430,11,51,4.64,Average,0.11,Very Low,Cyber Security Engineer,,,,,,,,,,2,5,6,5,0,0,7,,,,,,,0,0,0,0,0,0
,16180,,"Carson City, NV",54742,59,117,1.98,Very Low,1.09,Average,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Computer Repair Technician,Vulnerability Analyst / Penetration Tester,Incident Analyst / Responder,Software QA Analyst,Cyber Security Specialist / Technician,Systems Support Specialist,Cyber Security Architect,30,33,38,29,3,6,18,,,,,,,0,5,0,2,1,2
,16220,,"Casper, WY",81039,4,19,4.75,Average,0.05,Very Low,,,,,,,,,,,3,3,4,3,0,2,1,,,,,,,0,1,0,1,0,0
,16300,,"Cedar Rapids, IA",267799,212,685,3.23,Very Low,0.76,Low,Cyber Security Engineer,IT Auditor,Network Engineer / Architect,Cyber Security Analyst,IT Director,Cyber Security Manager / Administrator,Systems Engineer,IT Project Manager,Web Developer,Systems Administrator,87,134,131,82,2,19,61,,,,,,,2,41,0,56,15,8
,16540,,"Chambersburg-Waynesboro, PA",153851,115,448,3.9,Low,1.03,Average,Network Engineer / Architect,Cyber Security Engineer,Technical Support Engineer / Analyst,Systems Engineer,Cyber Security Analyst,Cyber Security Specialist / Technician,Information Assurance Engineer / Analyst,Software Developer / Engineer,Information Specialist,Systems Administrator,27,60,75,39,0,6,12,,,,,,,49,35,0,1,3,32
,16580,,"Champaign-Urbana, IL",238554,122,218,1.79,Very Low,0.64,Very Low,Senior Software Developer / Engineer,Cyber Security Engineer,Cyber Security Specialist / Technician,IT Auditor,Software Developer / Engineer,Network Administrator,Systems Support Specialist,Cyber Security Analyst,Computer Programmer,Cyber Security Manager / Administrator,13,85,59,43,0,9,20,,,,,,,3,17,0,14,5,9
,16700,,"Charleston-North Charleston, SC",761155,808,2222,2.75,Very Low,1.27,High,Cyber Security Engineer,Network Engineer / Architect,Software Developer / Engineer,Information Assurance Engineer / Analyst,Cyber Security Analyst,Systems Engineer,Senior Software Developer / Engineer,Systems Administrator,Cyber Security Specialist / Technician,Unix Administrator / Engineer,205,547,534,247,0,75,113,,,,,,,285,189,0,41,40,138
,16620,,"Charleston, WV",217916,118,288,2.44,Very Low,0.53,Very Low,Cyber Security Engineer,Cyber Security Analyst,Vulnerability Analyst / Penetration Tester,Systems Integration Engineer / Specialist,Network Engineer / Architect,Incident Analyst / Responder,Application Support Engineer / Analyst,Business Intelligence Developer / Architect,Cyber Security Architect,Computer Repair Technician,47,58,81,52,5,13,39,,,,,,,5,19,0,11,8,16
,16740,,"Charlotte-Concord-Gastonia, NC-SC",2474314,4485,9680,2.16,Very Low,1.98,Very High,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Vulnerability Analyst / Penetration Tester,Systems Engineer,IT Auditor,Cyber Security Manager / Administrator,Cyber Security Architect,Software Developer / Engineer,Cyber Security Specialist / Technician,2175,2910,2725,1925,46,684,1377,,,,,,,34,868,28,742,341,244
,16820,,"Charlottesville, VA",231349,259,771,2.98,Very Low,1.23,High,Cyber Security Analyst,Systems Engineer,Cyber Security Engineer,Software Developer / Engineer,Database Analyst / Developer,Network Engineer / Architect,Systems Administrator,Cyber Security Manager / Administrator,Database Administrator,Network Analyst / Specialist,88,152,162,91,1,35,53,,,,,,,53,48,0,14,11,15
,16860,,"Chattanooga, TN-GA",551632,180,636,3.53,Very Low,0.39,Very Low,Cyber Security Engineer,Cyber Security Specialist / Technician,Cyber Security Analyst,Cyber Security Manager / Administrator,IT Auditor,Network Engineer / Architect,Systems Engineer,Cyber Security Consultant,Systems Administrator,Incident Analyst / Responder,56,93,140,98,0,31,52,,,,,,,2,60,0,33,27,35
,16940,,"Cheyenne, WY",98136,90,122,1.36,Very Low,1.02,Average,Cyber Security Engineer,Network Engineer / Architect,Vulnerability Analyst / Penetration Tester,Cyber Security Analyst,IT Manager,Systems Administrator,Cyber Security Specialist / Technician,Cyber Security Architect,Systems Engineer,Cyber Security Manager / Administrator,28,43,66,37,3,10,35,,,,,,,12,14,0,7,6,11
,16980,,"Chicago-Naperville-Elgin, IL-IN-WI",9512999,10482,26329,2.51,Very Low,1.18,Average,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Cyber Security Manager / Administrator,IT Auditor,Systems Engineer,Vulnerability Analyst / Penetration Tester,Cyber Security Architect,Cyber Security Consultant,Software Developer / Engineer,4726,6471,6323,4150,105,1677,3610,,,,,,,274,2936,124,1874,1077,1090
,17020,,"Chico, CA",226864,49,271,5.53,Average,0.34,Very Low,Application Support Engineer / Analyst,Business / Systems Analyst,Programmer / Analyst,Technical Consultant / Analyst,Network Analyst / Specialist,IT Auditor,Cyber Security Analyst,Systems Administrator,Cyber Security Engineer,Data Analyst (Finance),22,19,31,13,0,6,26,,,,,,,0,3,0,3,3,1
,17140,,"Cincinnati, OH-KY-IN",2165139,1324,6054,4.57,Average,0.65,Very Low,Cyber Security Engineer,Cyber Security Analyst,Software Developer / Engineer,IT Auditor,Network Engineer / Architect,Cyber Security Manager / Administrator,Vulnerability Analyst / Penetration Tester,Cyber Security Consultant,Cyber Security Specialist / Technician,Cyber Security Architect,599,782,784,457,12,204,412,,,,,,,34,328,10,207,85,92
,17300,,"Clarksville, TN-KY",282349,96,273,2.84,Very Low,0.58,Very Low,Systems Administrator,Systems Engineer,Network Engineer / Architect,Network Analyst / Specialist,Technical Support Engineer / Analyst,Cyber Security Specialist / Technician,Computer Repair Technician,Mathematician,Network Administrator,Incident Analyst / Responder,12,26,69,16,0,4,12,,,,,,,67,6,0,2,2,7
,17460,,"Cleveland-Elyria, OH",2055612,1170,3814,3.26,Very Low,0.58,Very Low,Cyber Security Engineer,Cyber Security Analyst,IT Auditor,Network Engineer / Architect,Cyber Security Manager / Administrator,Vulnerability Analyst / Penetration Tester,Systems Engineer,Cyber Security Consultant,Software Developer / Engineer,Cyber Security Architect,562,757,794,516,11,241,336,,,,,,,18,269,9,247,102,77
,17420,,"Cleveland, TN",121262,9,14,1.56,Very Low,0.1,Very Low,Systems Administrator,Cyber Security Specialist / Technician,,,,,,,,,3,5,6,5,0,1,7,,,,,,,1,2,0,0,0,2
,17660,,"Coeur d'Alene, ID",154311,16,86,5.38,Average,0.14,Very Low,IT Manager,Cyber Security Engineer,Cyber Security Analyst,,,,,,,,11,8,13,4,0,2,8,,,,,,,0,4,0,0,0,0
,17780,,"College Station-Bryan, TX",254928,73,366,5.01,Average,0.35,Very Low,Vulnerability Analyst / Penetration Tester,Cyber Security Manager / Administrator,Cyber Security Engineer,Cyber Security Analyst,IT Manager,Cyber Security Architect,Systems Administrator,Network Engineer / Architect,IT Specialist / Engineer,IT Director,33,22,48,36,0,22,33,,,,,,,0,2,0,4,0,0
,17820,,"Colorado Springs, CO",712327,2941,5545,1.89,Very Low,5.61,Very High,Network Engineer / Architect,Systems Engineer,Cyber Security Engineer,Software Developer / Engineer,Systems Administrator,Cyber Security Manager / Administrator,Information Assurance Engineer / Analyst,Senior Software Developer / Engineer,Incident Analyst / Responder,Systems Architect,717,1873,2134,876,17,356,362,,,,,,,1373,1094,2,320,137,661
,17860,,"Columbia, MO",176594,68,260,3.82,Low,0.38,Very Low,Cyber Security Engineer,Cyber Security Manager / Administrator,Cyber Security Specialist / Technician,Network Engineer / Architect,Cyber Security Consultant,Technical Support Engineer / Analyst,Systems Administrator,Cyber Security Architect,Cyber Security Analyst,,17,22,36,20,0,7,22,,,,,,,1,3,0,2,2,2
,17900,,"Columbia, SC",817488,838,2646,3.16,Very Low,1.15,Average,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Cyber Security Manager / Administrator,IT Auditor,Business / Management Consultant,Systems Administrator,Systems Engineer,Cyber Security Specialist / Technician,Network Analyst / Specialist,381,561,620,375,3,203,238,,,,,,,36,150,7,77,75,142
,17980,,"Columbus, GA-AL",308755,328,805,2.45,Very Low,1.5,Very High,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Manager / Administrator,Cyber Security Specialist / Technician,IT Director,Vulnerability Analyst / Penetration Tester,Cyber Security Consultant,Systems Administrator,Senior Business Analyst,Network Engineer / Architect,136,159,232,139,2,60,109,,,,,,,47,109,0,49,54,38
,18020,,"Columbus, IN",81402,75,134,1.79,Very Low,0.78,Low,Cyber Security Analyst,Network Engineer / Architect,IT Director,Cyber Security Consultant,IT Manager,Technical Consultant / Analyst,Exchange Engineer,Security / Defense Intelligence Analyst,Vulnerability Analyst / Penetration Tester,Cyber Security Engineer,39,38,49,36,0,27,21,,,,,,,0,10,0,7,10,0
,18140,,"Columbus, OH",2041520,2321,6338,2.73,Very Low,1.16,Average,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Software Developer / Engineer,Cyber Security Manager / Administrator,IT Auditor,Vulnerability Analyst / Penetration Tester,Systems Engineer,Incident Analyst / Responder,Cyber Security Consultant,1029,1418,1568,968,27,321,620,,,,,,,101,603,3,454,220,174
,18580,,"Corpus Christi, TX",454726,38,245,6.45,Average,0.1,Very Low,Network Administrator,Cyber Security Engineer,Cyber Security Manager / Administrator,IT Project Manager,Systems Administrator,IT Specialist / Engineer,Computer Support Specialist,Cyber Security Specialist / Technician,Data Analyst (General),IT Director,11,16,27,22,0,8,13,,,,,,,6,8,1,6,5,6
,18700,,"Corvallis, OR",89385,75,90,1.2,Very Low,1.17,Average,Cyber Security Analyst,Cyber Security Engineer,IT Director,Incident Analyst / Responder,Cyber Security Manager / Administrator,Network Engineer / Architect,Windows Engineer,Application Support Engineer / Analyst,Cyber Security Specialist / Technician,,41,52,48,39,0,30,27,,,,,,,0,16,1,9,6,2
,18880,,"Crestview-Fort Walton Beach-Destin, FL",267059,603,1180,1.96,Very Low,2.92,Very High,Systems Administrator,Cyber Security Manager / Administrator,Network Administrator,Incident Analyst / Responder,Cyber Security Engineer,Information Assurance Engineer / Analyst,Systems Engineer,Network Engineer / Architect,Software Developer / Engineer,Software QA Engineer / Tester,153,243,436,187,19,96,125,,,,,,,300,99,0,10,25,31
,19060,,"Cumberland, MD-WV",99541,76,197,2.59,Very Low,1.08,Average,Systems Administrator,Cyber Security Engineer,Windows Administrator,SAP Architect / Analyst,Information Assurance Engineer / Analyst,Cyber Security Specialist / Technician,Network Analyst / Specialist,Software Developer / Engineer,Help Desk Technician / Analyst,IT Specialist / Engineer,4,43,71,40,0,8,32,,,,,,,6,32,0,20,3,0
,19100,,"Dallas-Fort Worth-Arlington, TX",7233323,9617,24750,2.57,Very Low,1.45,High,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Cyber Security Manager / Administrator,Software Developer / Engineer,Vulnerability Analyst / Penetration Tester,Systems Engineer,IT Auditor,Cyber Security Consultant,Cyber Security Architect,4055,6448,6175,4200,59,1713,2920,,,,,,,284,2597,60,1454,925,907
,19140,,"Dalton, GA",143904,15,83,5.53,Average,0.11,Very Low,Cyber Security Engineer,Cyber Security Architect,Network Support Technician,Network Administrator,,,,,,,4,10,8,8,0,0,6,,,,,,,0,2,0,1,0,0
,19180,,"Danville, IL",78111,4,23,5.75,Average,0.08,Very Low,Cyber Security Engineer,,,,,,,,,,0,4,4,4,0,0,3,,,,,,,0,0,0,0,0,0
,19300,,"Daphne-Fairhope-Foley, AL",208563,4,55,13.75,Very High,0.03,Very Low,IT Specialist / Engineer,Systems Administrator,,,,,,,,,0,0,4,1,0,0,0,,,,,,,0,2,0,0,0,0
,19340,,"Davenport-Moline-Rock Island, IA-IL",382268,317,681,2.15,Very Low,0.9,Average,Cyber Security Analyst,Computer Operator,Network Administrator,Cyber Security Engineer,Network Engineer / Architect,Information Assurance Engineer / Analyst,Systems Administrator,IT Specialist / Engineer,Software Developer / Engineer,Cyber Security Specialist / Technician,127,159,218,136,0,65,46,,,,,,,121,35,0,7,9,24
,19380,,"Dayton, OH",800683,819,2026,2.47,Very Low,1.13,Average,Systems Administrator,Cyber Security Engineer,Information Assurance Engineer / Analyst,Cyber Security Manager / Administrator,Network Engineer / Architect,Software Developer / Engineer,Cyber Security Analyst,Systems Engineer,Help Desk Technician / Analyst,Systems Analyst,204,525,592,291,1,100,129,,,,,,,220,177,0,37,34,56
,19460,,"Decatur, AL",152256,7,57,8.14,High,0.07,Very Low,Technical Support Engineer / Analyst,C / C++ Developer / Engineer,,,,,,,,,0,5,3,1,0,0,1,,,,,,,1,0,0,0,0,2
,19500,,"Decatur, IL",106550,15,36,2.4,Very Low,0.16,Very Low,Cyber Security Engineer,Systems Architect,Cyber Security Analyst,Incident Analyst / Responder,Computer Support Specialist,,,,,,5,10,8,7,0,3,4,,,,,,,0,0,0,2,0,3
,19660,,"Deltona-Daytona Beach-Ormond Beach, FL",637674,69,319,4.62,Average,0.19,Very Low,IT Auditor,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Analyst,Network Administrator,Incident Analyst / Responder,Cyber Security Architect,Cyber Security Consultant,Systems Administrator,Windows Administrator,20,35,45,23,0,9,16,,,,,,,0,23,0,16,13,10
,19740,,"Denver-Aurora-Lakewood, CO",2853077,5200,10448,2.01,Very Low,1.89,Very High,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Cyber Security Manager / Administrator,Software Developer / Engineer,IT Auditor,Systems Engineer,Systems Administrator,Information Assurance Engineer / Analyst,Vulnerability Analyst / Penetration Tester,1888,3442,3371,2070,38,758,1546,,,,,,,590,1518,36,751,514,605
,19780,,"Des Moines-West Des Moines, IA",634725,1290,2266,1.76,Very Low,1.87,Very High,Cyber Security Analyst,Cyber Security Engineer,IT Auditor,Cyber Security Manager / Administrator,Software Developer / Engineer,Network Engineer / Architect,Vulnerability Analyst / Penetration Tester,Cyber Security Consultant,Cyber Security Architect,Incident Analyst / Responder,584,881,740,489,3,174,374,,,,,,,11,304,7,239,102,93
,19820,,"Detroit-Warren-Dearborn, MI",4297617,4384,8299,1.89,Very Low,1.17,Average,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,IT Auditor,Cyber Security Consultant,Cyber Security Manager / Administrator,Vulnerability Analyst / Penetration Tester,Systems Administrator,Cyber Security Architect,Systems Engineer,1821,2710,2907,1809,21,684,1350,,,,,,,128,1119,21,802,373,400
,20020,,"Dothan, AL",147834,19,68,3.58,Very Low,0.17,Very Low,Cyber Security Engineer,Network Analyst / Specialist,Systems Engineer,General ERP Analyst / Consultant,Senior Software Developer / Engineer,Network Administrator,IT Director,,,,4,11,13,8,0,3,5,,,,,,,3,0,0,1,0,0
