NECTA,fips,state,msa,population,total_postings,total_supply,supply_demand_ratio,supply_demand_qualifier,location_quotient,location_quotient_qualifier,top_job_1,top_job_2,top_job_3,top_job_4,top_job_5,top_job_6,top_job_7,top_job_8,top_job_9,top_job_10,analyze,securely_provision,operate_maintain,protect_defend,investigate,collect_operate,oversight_development,security+_holders,cissp_holders,cipp_holders,cisa_holders,cism_holders,giac_holders,security+_openings,cissp_openings,cipp_openings,cisa_openings,cism_openings,giac_openings
,29740,,"Las Cruces, NM",214207,170,583,3.4,Very Low,1.2,Average,Systems Administrator,Systems Engineer,Help Desk Technician / Analyst,Information Assurance Engineer / Analyst,Cyber Security Manager / Administrator,Unix Administrator / Engineer,Systems Support Specialist,Network Administrator,IT Director,Telecommunications Specialist / Engineer,24,44,153,38,0,17,24,286,29,<10,<10,<10,12,111,28,0,1,0,3
,29820,,"Las Vegas-Henderson-Paradise, NV",2155664,1306,3287,2.5,Very Low,0.7,Low,Network Engineer / Architect,Cyber Security Analyst,Cyber Security Engineer,IT Auditor,Cyber Security Manager / Administrator,Systems Administrator,Network Administrator,Vulnerability Analyst / Penetration Tester,Cyber Security Architect,Cyber Security Specialist / Technician,482,709,903,448,14,202,365,1127,211,<10,110,32,341,160,329,0,207,98,184
,29940,,"Lawrence, KS",119440,55,250,4.6,Average,0.5,Very Low,Technical Support Engineer / Analyst,Web Developer,IT Project Manager,IT Specialist / Engineer,Systems Support Specialist,Systems Administrator,IT Manager,Cyber Security Manager / Administrator,Cyber Security Engineer,Network Engineer / Architect,11,26,37,7,0,6,15,37,35,<10,11,<10,13,0,4,0,3,1,3
,30020,,"Lawton, OK",128077,62,307,5,Average,0.7,Low,Cyber Security Analyst,Cyber Security Engineer,Systems Engineer,Systems Analyst,Network Support Technician,Cyber Security Specialist / Technician,Network Engineer / Architect,Cyber Security Manager / Administrator,Information Assurance Engineer / Analyst,Systems Administrator,21,30,36,22,0,14,13,329,17,<10,<10,<10,19,30,0,0,0,0,3
,30140,,"Lebanon, PA",138863,6,52,8.7,Very High,0.1,Very Low,IT Specialist / Engineer,Senior Software Developer / Engineer,,,,,,,,,2,2,4,2,0,0,3,89,26,<10,10,<10,20,2,2,0,0,0,0
74500,74500,,"Leominster-Gardner, MA",145497,11,35,3.2,Very Low,0.1,Very Low,Cyber Security Engineer,Cyber Security Analyst,Systems Administrator,Systems Engineer,Computer Support Specialist,Software Developer / Engineer,,,,,2,9,9,6,0,1,2,34,19,<10,<10,<10,10,0,0,0,0,0,0
74650,30340,,"Lewiston-Auburn, ME",107319,12,119,9.9,Very High,0.1,Very Low,Cyber Security Engineer,Senior Software Developer / Engineer,Computer Repair Technician,Cyber Security Specialist / Technician,Cyber Security Analyst,,,,,,2,6,7,5,0,1,2,29,<10,<10,<10,<10,<10,0,0,0,1,0,0
,30300,,"Lewiston, ID-WA",62675,1,20,20,Very High,0,Very Low,,,,,,,,,,,0,1,1,1,0,1,1,11,<10,<10,<10,<10,<10,0,0,0,0,0,0
,30460,,"Lexington-Fayette, KY",506751,238,505,2.1,Very Low,0.4,Very Low,Cyber Security Engineer,Cyber Security Analyst,Information Assurance Engineer / Analyst,Cyber Security Manager / Administrator,Network Engineer / Architect,Systems Administrator,Cyber Security Consultant,Incident Analyst / Responder,Data Analyst (General),IT Auditor,105,155,167,93,0,36,63,155,43,<10,30,16,22,19,52,0,23,6,11
,30620,,"Lima, OH",103742,16,49,3.1,Very Low,0.2,Very Low,Cyber Security Engineer,Network Engineer / Architect,Web Developer,Computer Repair Technician,IT Specialist / Engineer,,,,,,2,11,12,7,0,0,3,11,<10,<10,<10,<10,<10,0,0,0,0,0,0
,30700,,"Lincoln, NE",326921,213,606,2.9,Very Low,0.6,Very Low,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Manager / Administrator,Cyber Security Analyst,IT Specialist / Engineer,Cyber Security Specialist / Technician,Application Support Engineer / Analyst,Vulnerability Analyst / Penetration Tester,Systems Engineer,Systems Integration Engineer / Specialist,79,130,168,110,2,32,50,76,36,<10,20,<10,36,7,38,0,35,26,19
,30780,,"Little Rock-North Little Rock-Conway, AR",734622,272,1534,5.6,Average,0.4,Very Low,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Manager / Administrator,Systems Administrator,Network Engineer / Architect,Cyber Security Specialist / Technician,Vulnerability Analyst / Penetration Tester,IT Director,IT Auditor,Help Desk Technician / Analyst,115,145,192,119,1,62,88,303,92,18,75,15,70,16,51,0,41,20,13
,30860,,"Logan, UT-ID",136159,35,67,1.9,Very Low,0.3,Very Low,Cyber Security Engineer,Cyber Security Analyst,Systems Engineer,Network Administrator,Cyber Security Manager / Administrator,Systems Support Specialist,Network Engineer / Architect,Embedded Software Engineer,Technical Support Engineer / Analyst,Unix Administrator / Engineer,13,27,29,19,0,9,10,84,11,<10,<10,<10,<10,2,2,0,1,1,0
,30980,,"Longview, TX",217446,18,97,5.4,Average,0.1,Very Low,Cyber Security Engineer,Business Intelligence Developer / Architect,Systems Administrator,Cyber Security Manager / Administrator,,,,,,,3,9,10,9,0,2,5,27,<10,<10,<10,<10,<10,0,0,0,0,0,0
,31020,,"Longview, WA",105160,7,17,2.4,Very Low,0.1,Very Low,Network Administrator,Cyber Security Engineer,Help Desk Technician / Analyst,Vulnerability Analyst / Penetration Tester,Network Engineer / Architect,,,,,,5,1,7,3,0,0,0,11,<10,<10,<10,<10,<10,2,2,0,0,0,0
,31080,,"Los Angeles-Long Beach-Anaheim, CA",13310447,9929,26558,2.7,Very Low,0.8,Average,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Cyber Security Manager / Administrator,Systems Engineer,Software Developer / Engineer,Cyber Security Consultant,Systems Administrator,Vulnerability Analyst / Penetration Tester,Cyber Security Specialist / Technician,3953,5664,5567,3466,82,1534,3416,2543,1217,272,1252,370,1106,392,2193,72,1290,787,810
,31140,,"Louisville/Jefferson County, KY-IN",1283430,619,1824,3,Very Low,0.5,Very Low,Cyber Security Engineer,Cyber Security Analyst,Cyber Security Consultant,Vulnerability Analyst / Penetration Tester,Network Engineer / Architect,Cyber Security Manager / Administrator,Help Desk Technician / Analyst,Systems Engineer,IT Auditor,Systems Administrator,248,326,396,217,4,115,180,592,110,12,114,29,187,18,128,0,71,22,52
,31180,,"Lubbock, TX",314840,22,211,9.6,Very High,0.1,Very Low,IT Manager,Cyber Security Engineer,IT Director,Vulnerability Analyst / Penetration Tester,Systems Support Specialist,Application Support Engineer / Analyst,Cyber Security Analyst,Systems Engineer,,,10,11,10,5,0,4,9,30,12,<10,17,<10,13,0,3,0,6,0,1
,31340,,"Lynchburg, VA",260232,33,332,10.1,Very High,0.2,Very Low,Network Engineer / Architect,Technical Support Engineer / Analyst,Cyber Security Engineer,Systems Engineer,Cyber Security Analyst,Cyber Security Manager / Administrator,IT Director,Web Developer,Telecommunications Specialist / Engineer,Solutions Engineer,9,24,24,10,0,8,10,72,20,<10,<10,<10,15,3,6,0,3,0,8
,31420,,"Macon, GA",231517,30,156,5.2,Average,0.2,Very Low,Program Analyst,Cyber Security Engineer,Cyber Security Consultant,Network Administrator,Programmer / Analyst,Cyber Security Architect,Build and Release Engineer,GIS Analyst,IT Specialist / Engineer,Computer Support Specialist,10,20,11,14,0,1,7,153,19,<10,<10,<10,<10,1,2,0,0,0,5
,31460,,"Madera, CA",154697,2,27,13.5,Very High,0,Very Low,Cyber Security Consultant,,,,,,,,,,0,1,0,0,0,0,1,<10,<10,<10,<10,<10,<10,0,0,0,0,0,0
,31540,,"Madison, WI",648929,703,2242,3.2,Very Low,0.9,Average,Cyber Security Analyst,Cyber Security Engineer,Cyber Security Manager / Administrator,IT Auditor,Network Engineer / Architect,Vulnerability Analyst / Penetration Tester,Cyber Security Specialist / Technician,Systems Engineer,Cyber Security Architect,Cisco Engineer,358,415,543,364,12,239,190,107,90,12,59,27,140,21,119,1,83,33,44
74950,31700,,"Manchester, NH",407761,123,274,2.2,Very Low,0.5,Very Low,Cyber Security Engineer,IT Director,Software Developer / Engineer,Cyber Security Manager / Administrator,Network Administrator,Systems Administrator,Computer Support Specialist,Software QA Engineer / Tester,Cyber Security Consultant,Cyber Security Analyst,44,58,70,42,0,24,46,82,<10,<10,13,11,<10,8,24,0,8,9,0
,31740,,"Manhattan, KS",97004,26,65,2.5,Very Low,0.3,Very Low,Technical Support Engineer / Analyst,Cyber Security Analyst,IT Director,Cyber Security Manager / Administrator,Cyber Security Engineer,Cloud Architect,Application Support Engineer / Analyst,Chief Information Officer,Computer Support Specialist,IT Administrator,11,4,13,6,0,8,12,103,11,<10,<10,<10,<10,5,7,0,7,7,2
,31860,,"Mankato-North Mankato, MN",100016,30,85,2.8,Very Low,0.3,Very Low,Incident Analyst / Responder,Cyber Security Analyst,Cyber Security Engineer,Cyber Security Manager / Administrator,IT Director,Database Administrator,,,,,14,10,16,14,0,9,14,11,<10,<10,<10,<10,<10,0,1,0,1,1,1
,31900,,"Mansfield, OH",121107,4,71,17.8,Very High,0,Very Low,Cyber Security Engineer,IT Specialist / Engineer,,,,,,,,,0,2,2,1,0,0,2,35,<10,<10,<10,<10,<10,1,0,0,0,0,0
,32580,,"McAllen-Edinburg-Mission, TX",849843,38,278,7.3,High,0.1,Very Low,Network Engineer / Architect,Cyber Security Engineer,Cyber Security Consultant,Network Analyst / Specialist,Technical Support Engineer / Analyst,Cyber Security Manager / Administrator,Cyber Security Architect,Cyber Security Analyst,Systems Administrator,Systems Support Specialist,5,21,22,9,0,3,20,40,15,<10,10,<10,17,2,3,0,4,2,1
,32780,,"Medford, OR",216527,41,121,3,Very Low,0.2,Very Low,Data Analyst (General),IT Auditor,Front End Developer,Technical Support Engineer / Analyst,Cyber Security Engineer,Cyber Security Consultant,Cyber Security Analyst,Mobile Developer / Engineer,IT Director,Business / Systems Analyst,12,25,25,7,0,6,10,27,<10,<10,<10,<10,14,1,3,0,8,1,1
,32820,,"Memphis, TN-MS-AR",1342842,584,1770,3,Very Low,0.5,Very Low,Cyber Security Engineer,Cyber Security Analyst,Vulnerability Analyst / Penetration Tester,Network Engineer / Architect,Cyber Security Manager / Administrator,Systems Administrator,Database Administrator,Software Developer / Engineer,Cyber Security Specialist / Technician,Systems Engineer,217,298,374,201,0,121,162,350,132,12,141,25,60,61,147,4,100,61,71
,32900,,"Merced, CA",268672,13,55,4.2,Low,0.1,Very Low,Cyber Security Manager / Administrator,Cyber Security Analyst,IT Auditor,Computer Support Specialist,Cyber Security Specialist / Technician,Systems Engineer,Cyber Security Consultant,,,,7,7,11,7,0,6,4,10,<10,<10,<10,<10,<10,0,4,0,2,2,0
,33100,,"Miami-Fort Lauderdale-West Palm Beach, FL",6066387,3235,9960,3.1,Very Low,0.6,Very Low,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,IT Auditor,Cyber Security Manager / Administrator,Systems Administrator,Cyber Security Architect,Systems Engineer,Software Developer / Engineer,Network Administrator,1290,1915,2076,1210,14,508,924,1194,513,85,542,232,415,327,810,16,600,323,341
,33140,,"Michigan City-La Porte, IN",110015,5,60,12,Very High,0.1,Very Low,Cyber Security Engineer,,,,,,,,,,2,2,2,2,0,0,1,<10,<10,<10,<10,<10,<10,0,0,0,0,0,0
,33220,,"Midland, MI",83462,47,118,2.5,Very Low,0.7,Low,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,SAP Architect / Analyst,Cyber Security Consultant,Cyber Security Manager / Administrator,Cyber Security Specialist / Technician,Information Assurance Engineer / Analyst,,,17,31,33,21,0,8,15,13,<10,<10,26,<10,10,1,10,0,3,6,7
,33260,,"Midland, TX",168288,25,49,2,Very Low,0.1,Very Low,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Analyst,Telecommunications Specialist / Engineer,Software Developer / Engineer,Chief Technology Officer,IT Auditor,Information Assurance Engineer / Analyst,Network Administrator,,6,21,20,13,0,4,2,<10,<10,<10,<10,<10,<10,0,0,0,0,0,0
,33340,,"Milwaukee-Waukesha-West Allis, WI",1572482,1116,3471,3.1,Very Low,0.7,Very Low,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,IT Auditor,Cyber Security Manager / Administrator,Cyber Security Consultant,Vulnerability Analyst / Penetration Tester,IT Manager,Systems Engineer,IT Director,504,693,696,466,20,201,428,188,188,12,189,56,154,32,251,14,197,81,89
,33460,,"Minneapolis-St. Paul-Bloomington, MN-WI",3551036,4815,13396,2.8,Very Low,1.2,High,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Software Developer / Engineer,Cyber Security Manager / Administrator,Cyber Security Consultant,Vulnerability Analyst / Penetration Tester,IT Auditor,Cyber Security Architect,Systems Engineer,2182,3162,2802,2087,59,822,1555,654,824,239,655,253,579,104,1162,60,825,429,385
,33540,,"Missoula, MT",116130,5,75,15,Very High,0,Very Low,Cyber Security Engineer,,,,,,,,,,3,3,3,2,0,1,3,27,10,<10,<10,<10,14,0,0,0,1,0,0
,33660,,"Mobile, AL",414836,110,421,3.8,Low,0.3,Very Low,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Manager / Administrator,Cyber Security Analyst,Network Administrator,Systems Administrator,IT Auditor,Systems Support Specialist,Network Analyst / Specialist,Network Support Technician,37,62,82,47,1,23,33,110,11,<10,<10,<10,<10,4,15,0,10,7,8
,33700,,"Modesto, CA",541560,71,203,2.9,Very Low,0.2,Very Low,IT Auditor,Cyber Security Manager / Administrator,Cyber Security Engineer,Systems Administrator,Software Developer / Engineer,Computer Repair Technician,Programmer / Analyst,IT Director,Cyber Security Consultant,IT Operations / Networking Manager,26,44,48,21,0,14,23,43,12,<10,<10,<10,<10,2,24,0,23,2,5
,33740,,"Monroe, LA",179470,43,140,3.3,Very Low,0.3,Very Low,Cyber Security Engineer,Vulnerability Analyst / Penetration Tester,Systems Engineer,Software Developer / Engineer,Network Engineer / Architect,Cyber Security Manager / Administrator,Application Developer / Engineer,Unix Administrator / Engineer,Application Support Engineer / Analyst,Cyber Security Architect,10,28,30,22,0,5,13,17,<10,<10,<10,<10,<10,0,12,0,7,4,7
,33780,,"Monroe, MI",149208,32,34,1.1,Very Low,0.4,Very Low,Cyber Security Engineer,Software Developer / Engineer,Cyber Security Specialist / Technician,Cyber Security Consultant,Cyber Security Analyst,Business Analyst (General),Technical Support Engineer / Analyst,Unix Administrator / Engineer,,,10,25,19,13,0,4,13,24,16,<10,<10,<10,12,0,13,0,1,1,11
,33860,,"Montgomery, AL",373922,491,1129,2.3,Very Low,1.5,High,Cyber Security Engineer,Systems Administrator,Information Assurance Engineer / Analyst,Database Administrator,Network Engineer / Architect,Software Developer / Engineer,Cyber Security Manager / Administrator,Unix Administrator / Engineer,IT Specialist / Engineer,Cyber Security Analyst,131,231,347,129,3,50,101,1387,116,<10,17,22,45,195,81,0,10,50,92
,34060,,"Morgantown, WV",138380,67,164,2.5,Very Low,0.5,Very Low,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Specialist / Technician,Cyber Security Analyst,Cyber Security Manager / Administrator,Information Assurance Engineer / Analyst,Computer Repair Technician,Software Developer / Engineer,IT Program Manager,Cyber Security Consultant,33,29,38,27,3,14,31,31,19,<10,<10,<10,14,2,18,0,7,10,9
,34100,,"Morristown, TN",117320,4,34,8.5,Very High,0,Very Low,Solutions Engineer,,,,,,,,,,1,3,0,0,0,0,1,13,<10,<10,<10,<10,<10,0,0,0,0,0,0
,34580,,"Mount Vernon-Anacortes, WA",123681,14,55,3.9,Low,0.2,Very Low,Cyber Security Engineer,Systems Analyst,Cyber Security Manager / Administrator,IT Director,Application Support Engineer / Analyst,Systems Administrator,IT Administrator,Cyber Security Analyst,,,5,9,7,6,0,4,2,38,14,<10,<10,<10,11,2,2,0,0,0,1
,34620,,"Muncie, IN",115603,31,341,11,Very High,0.3,Very Low,Cyber Security Engineer,Network Support Technician,IT Administrator,Vulnerability Analyst / Penetration Tester,,,,,,,13,4,10,5,0,2,17,30,<10,<10,<10,<10,<10,0,9,0,2,1,0
,34740,,"Muskegon, MI",173408,12,42,3.5,Very Low,0.1,Very Low,Cyber Security Consultant,Cyber Security Engineer,Programmer / Analyst,Technical Consultant / Analyst,,,,,,,5,3,1,2,0,1,7,20,<10,<10,<10,<10,<10,3,2,0,0,0,0
,34820,,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",449295,47,276,5.9,Average,0.2,Very Low,Cyber Security Specialist / Technician,Systems Administrator,Cyber Security Engineer,Configuration Analyst / Specialist,Help Desk Technician / Analyst,C / C++ Developer / Engineer,IT Director,Network Administrator,Computer Support Specialist,Cyber Security Analyst,14,13,36,27,0,7,13,64,16,<10,<10,<10,12,0,0,0,0,0,0
,34900,,"Napa, CA",142166,20,57,2.9,Very Low,0.1,Very Low,Help Desk Technician / Analyst,Systems Engineer,Cyber Security Engineer,Cyber Security Analyst,Systems Support Specialist,Network Analyst / Specialist,IT Manager,Cyber Security Consultant,,,9,6,11,4,0,1,7,10,14,<10,<10,<10,<10,0,3,0,3,3,0
,34940,,"Naples-Immokalee-Marco Island, FL",365136,48,232,4.8,Average,0.2,Very Low,Vulnerability Analyst / Penetration Tester,IT Director,Pricing Analyst,Cyber Security Specialist / Technician,Cyber Security Analyst,IT Manager,Software QA Lead,Systems Engineer,Programmer / Analyst,,27,12,11,13,0,6,18,33,14,<10,<10,<10,<10,0,6,0,5,5,6
,34980,,"Nashville-Davidson--Murfreesboro--Franklin, TN",1865298,1561,3681,2.4,Very Low,0.8,Average,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Cyber Security Manager / Administrator,Systems Engineer,IT Auditor,Cyber Security Architect,Vulnerability Analyst / Penetration Tester,Cyber Security Specialist / Technician,Software Developer / Engineer,612,957,1025,643,3,234,516,582,259,32,279,69,232,49,355,3,291,184,146
,35100,,"New Bern, NC",126111,50,180,3.6,Very Low,0.6,Very Low,IT Specialist / Engineer,Systems Administrator,Information Assurance Engineer / Analyst,Cyber Security Specialist / Technician,Telecommunications Specialist / Engineer,Network Administrator,Computer Repair Technician,Systems Analyst,Network Engineer / Architect,Cyber Security Engineer,16,23,34,9,0,1,3,245,13,<10,<10,<10,<10,24,5,0,0,0,4
75700,35300,,"New Haven, CT",856875,181,616,3.4,Very Low,0.3,Very Low,Cyber Security Engineer,Network Engineer / Architect,IT Auditor,Cyber Security Manager / Administrator,Cyber Security Analyst,Application Support Engineer / Analyst,Network Support Technician,Software Developer / Engineer,IT Manager,Cyber Security Specialist / Technician,73,101,121,59,0,29,55,90,<10,<10,38,<10,<10,7,43,2,36,12,20
,35380,,"New Orleans-Metairie, LA",1268883,559,2140,3.8,Low,0.5,Very Low,Cyber Security Engineer,Cyber Security Specialist / Technician,Cyber Security Analyst,Network Engineer / Architect,Software Developer / Engineer,Cyber Security Manager / Administrator,Systems Engineer,Software Architect,Help Desk Technician / Analyst,Cyber Security Architect,164,292,354,183,0,66,127,667,105,<10,62,22,120,68,110,1,50,33,56
,35620,,"New York-Newark-Jersey City, NY-NJ-PA",20153634,19132,57097,3,Very Low,1,Average,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Cyber Security Manager / Administrator,IT Auditor,Vulnerability Analyst / Penetration Tester,Systems Engineer,Cyber Security Architect,Software Developer / Engineer,Cyber Security Specialist / Technician,8803,11913,11425,8149,180,2962,7300,2867,2500,776,3020,1059,1860,314,4917,167,3525,2166,1364
,35660,,"Niles-Benton Harbor, MI",154010,96,217,2.3,Very Low,0.8,Low,Vulnerability Analyst / Penetration Tester,SAP Architect / Analyst,Network Administrator,Cyber Security Analyst,IT Specialist / Engineer,IT Auditor,Cyber Security Consultant,Cyber Security Manager / Administrator,Technical Support Engineer / Analyst,Systems Analyst,66,34,45,27,0,21,44,15,10,<10,10,<10,13,0,18,0,11,8,5
,35840,,"North Port-Sarasota-Bradenton, FL",788457,89,423,4.8,Average,0.2,Very Low,IT Auditor,Cyber Security Engineer,Technical Support Engineer / Analyst,Cyber Security Manager / Administrator,Help Desk Technician / Analyst,Software Developer / Engineer,Network Administrator,Unix Administrator / Engineer,Systems Administrator,Computer Support Specialist,26,40,50,18,0,5,27,160,61,<10,37,22,49,14,15,0,17,13,2
76450,35980,,"Norwich-New London-Westerly, CT-RI",283505,109,300,2.8,Very Low,0.4,Very Low,Cyber Security Engineer,Systems Administrator,Software Developer / Engineer,IT Specialist / Engineer,Senior Software Developer / Engineer,Cyber Security Manager / Administrator,Vulnerability Analyst / Penetration Tester,Network Administrator,Software QA Engineer / Tester,IT Auditor,30,65,75,43,0,13,22,269,13,<10,<10,<10,<10,12,10,1,8,3,7
,36100,,"Ocala, FL",349020,13,67,5.2,Average,0.1,Very Low,IT Director,Systems Analyst,Cyber Security Manager / Administrator,Technical Support Engineer / Analyst,Cyber Security Engineer,,,,,,7,7,5,5,0,6,6,128,10,<10,<10,<10,13,0,4,0,4,2,2
,36140,,"Ocean City, NJ",94430,4,26,6.5,Average,0.1,Very Low,Cyber Security Engineer,,,,,,,,,,0,4,4,4,0,0,4,<10,<10,<10,<10,<10,<10,0,0,0,0,0,0
,36220,,"Odessa, TX",157462,8,55,6.9,Average,0.1,Very Low,Cyber Security Engineer,Cyber Security Specialist / Technician,Network Engineer / Architect,Network Support Technician,,,,,,,0,5,8,5,0,0,0,<10,<10,<10,<10,<10,<10,0,0,0,0,0,0
,36260,,"Ogden-Clearfield, UT",654417,451,1035,2.3,Very Low,0.9,Average,Cyber Security Engineer,Systems Administrator,Cyber Security Manager / Administrator,Information Assurance Engineer / Analyst,Unix Administrator / Engineer,Cyber Security Analyst,Database Administrator,Help Desk Technician / Analyst,IT Specialist / Engineer,Software Developer / Engineer,140,199,348,174,0,82,74,1078,89,<10,45,16,71,188,85,0,7,24,35
,36420,,"Oklahoma City, OK",1373211,842,2530,3,Very Low,0.7,Low,Cyber Security Analyst,Cyber Security Engineer,Software Developer / Engineer,Network Engineer / Architect,Cyber Security Manager / Administrator,IT Specialist / Engineer,Network Administrator,Systems Administrator,Information Assurance Engineer / Analyst,IT Auditor,283,491,584,287,5,153,159,1418,211,<10,109,43,143,143,181,4,57,54,47
,36500,,"Olympia-Tumwater, WA",275222,197,569,2.9,Very Low,0.9,Average,Cyber Security Analyst,Cyber Security Engineer,Cyber Security Manager / Administrator,IT Specialist / Engineer,Network Engineer / Architect,Cyber Security Specialist / Technician,Network Analyst / Specialist,Cyber Security Architect,Systems Administrator,IT Director,76,101,155,96,2,55,62,461,73,<10,21,15,43,15,47,0,17,13,32
,36540,,"Omaha-Council Bluffs, NE-IA",924129,1305,3512,2.7,Very Low,1.3,High,Cyber Security Engineer,Cyber Security Analyst,Systems Engineer,Information Assurance Engineer / Analyst,Network Engineer / Architect,Cyber Security Manager / Administrator,Systems Administrator,Unix Administrator / Engineer,IT Auditor,Vulnerability Analyst / Penetration Tester,532,840,885,548,2,193,285,996,310,30,142,38,342,169,339,7,156,148,140
,36740,,"Orlando-Kissimmee-Sanford, FL",2441257,1544,3947,2.6,Very Low,0.6,Very Low,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Analyst,Systems Administrator,Cyber Security Manager / Administrator,Information Assurance Engineer / Analyst,Software Developer / Engineer,Systems Engineer,Cyber Security Architect,Unix Administrator / Engineer,532,939,1090,554,11,253,351,972,401,24,180,79,293,218,424,8,135,82,163
,36780,,"Oshkosh-Neenah, WI",169886,75,331,4.4,Low,0.4,Very Low,Cyber Security Manager / Administrator,Software Developer / Engineer,Cyber Security Engineer,Network Engineer / Architect,Cyber Security Analyst,Cyber Security Specialist / Technician,Systems Administrator,Cyber Security Consultant,Incident Analyst / Responder,Network Analyst / Specialist,35,35,50,36,0,21,30,16,12,<10,<10,<10,20,1,35,0,3,7,21
,36980,,"Owensboro, KY",117959,32,81,2.5,Very Low,0.3,Very Low,Cyber Security Manager / Administrator,IT Manager,Cyber Security Engineer,Cyber Security Analyst,Business Intelligence Developer / Architect,Systems Administrator,,,,,25,7,26,24,1,20,25,22,<10,<10,<10,<10,<10,0,20,0,0,0,0
,37100,,"Oxnard-Thousand Oaks-Ventura, CA",849738,318,1317,4.1,Low,0.5,Very Low,Cyber Security Engineer,Cyber Security Specialist / Technician,Network Engineer / Architect,Cyber Security Analyst,Cyber Security Architect,Software Developer / Engineer,Systems Engineer,Unix Administrator / Engineer,Systems Administrator,Cyber Security Manager / Administrator,109,175,187,111,0,44,87,463,124,22,64,36,93,34,67,0,38,18,9
,37340,,"Palm Bay-Melbourne-Titusville, FL",579130,611,1474,2.4,Very Low,1.5,High,Cyber Security Manager / Administrator,Cyber Security Engineer,Software Developer / Engineer,Network Engineer / Architect,Cyber Security Specialist / Technician,Systems Engineer,Cyber Security Analyst,Systems Analyst,Unix Administrator / Engineer,Systems Administrator,192,345,439,231,1,123,116,724,174,<10,57,31,91,176,177,0,49,37,83
,37460,,"Panama City, FL",199964,136,507,3.7,Very Low,0.8,Low,Information Assurance Engineer / Analyst,Systems Administrator,Cyber Security Manager / Administrator,IT Specialist / Engineer,Cyber Security Engineer,Network Engineer / Architect,Network Support Technician,Senior Software Developer / Engineer,Computer Support Specialist,Help Desk Technician / Analyst,29,58,110,47,0,16,17,566,44,<10,<10,<10,18,67,25,0,2,7,10
,37620,,"Parkersburg-Vienna, WV",91449,21,81,3.9,Low,0.3,Very Low,IT Auditor,Cyber Security Engineer,Chief Information Officer,Cyber Security Specialist / Technician,Program Analyst,Software Developer / Engineer,,,,,7,7,7,4,0,2,12,11,<10,<10,<10,<10,<10,0,3,0,3,0,0
,37860,,"Pensacola-Ferry Pass-Brent, FL",485684,399,1601,4,Low,1.2,Average,Cyber Security Engineer,Network Engineer / Architect,Systems Administrator,Cyber Security Analyst,Cyber Security Specialist / Technician,Java Developer / Engineer,IT Specialist / Engineer,Information Assurance Engineer / Analyst,Windows Administrator,Unix Administrator / Engineer,94,214,276,112,3,38,67,1524,111,<10,13,14,135,118,60,0,13,4,106
,37900,,"Peoria, IL",376246,212,533,2.5,Very Low,0.6,Very Low,Cyber Security Engineer,Systems Engineer,Cyber Security Analyst,Network Engineer / Architect,Systems Administrator,Network Administrator,Computer Support Specialist,Cloud Architect,Technical Support Engineer / Analyst,Help Desk Technician / Analyst,66,106,139,103,7,24,48,74,44,<10,20,10,84,5,41,0,19,18,13
,37980,,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6070500,6511,14618,2.3,Very Low,1.2,Average,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,IT Auditor,Software Developer / Engineer,Cyber Security Manager / Administrator,Systems Analyst,Vulnerability Analyst / Penetration Tester,IT Project Manager,Systems Engineer,2692,4140,3758,2314,31,918,1962,1889,1063,167,976,279,770,264,1636,44,1251,795,527
,38060,,"Phoenix-Mesa-Scottsdale, AZ",4661537,5038,10779,2.1,Very Low,1.3,High,Cyber Security Engineer,Cyber Security Analyst,Network Engineer / Architect,Vulnerability Analyst / Penetration Tester,IT Auditor,Cyber Security Manager / Administrator,Systems Engineer,Software Developer / Engineer,Cyber Security Consultant,Cyber Security Architect,2111,3422,3257,2252,48,863,1634,984,821,81,463,271,779,197,1469,20,1005,544,565
,38220,,"Pine Bluff, AR",91962,18,54,3,Very Low,0.3,Very Low,Cyber Security Engineer,IT Director,Cyber Security Manager / Administrator,Business Continuity Planner / Analyst,Firmware Engineer,Systems Administrator,Network Engineer / Architect,,,,6,9,11,11,0,7,10,14,<10,<10,<10,<10,<10,1,0,0,0,0,0
